 ,Area,XM,YM,Major,Minor,Angle
147,2,706.000,30.500,2.257,1.128,0.000
148,3,717.167,30.833,2.365,1.615,135.000
149,2,802.500,31.000,2.257,1.128,90.000
150,41,809.305,34.622,9.195,5.677,32.883
151,7,819.929,30.786,5.155,1.729,170.385
152,44,19.318,37.591,10.048,5.576,110.503
153,8,24.125,32.125,5.110,1.993,171.323
154,10,98.000,32.700,4.198,3.033,180.000
155,7,420.214,33.071,4.154,2.146,8.350
156,1,781.500,32.500,1.128,1.128,0.000
157,2,233.500,34.000,2.257,1.128,90.000
158,2,237.500,34.000,2.257,1.128,90.000
159,1,406.500,33.500,1.128,1.128,0.000
160,4,597.500,35.000,4.514,1.128,90.000
161,13,70.885,36.038,5.510,3.004,39.389
162,2,229.500,35.000,2.257,1.128,90.000
163,13,819.654,35.423,5.710,2.899,177.106
164,1,360.500,35.500,1.128,1.128,0.000
165,3,622.500,36.500,3.385,1.128,90.000
166,1,774.500,35.500,1.128,1.128,0.000
167,7,140.500,37.786,4.566,1.952,123.401
168,2,165.500,37.000,2.257,1.128,90.000
169,24,207.208,38.625,7.355,4.155,162.396
170,4,733.000,37.000,2.257,2.257,0.000
171,1,160.500,37.500,1.128,1.128,0.000
172,4,170.000,37.500,4.514,1.128,0.000
173,12,186.000,38.167,7.913,1.931,180.000
174,1,233.500,37.500,1.128,1.128,0.000
175,3,237.500,38.500,3.385,1.128,90.000
176,1,627.500,37.500,1.128,1.128,0.000
177,1,702.500,37.500,1.128,1.128,0.000
178,1,709.500,37.500,1.128,1.128,0.000
179,1,62.500,38.500,1.128,1.128,0.000
180,5,122.300,38.900,3.144,2.025,18.435
181,8,126.125,40.250,5.333,1.910,56.772
182,1,155.500,38.500,1.128,1.128,0.000
183,7,178.786,38.929,4.154,2.146,8.350
184,3,199.500,38.500,3.385,1.128,0.000
185,21,215.786,40.976,5.959,4.487,111.925
186,2,226.000,38.500,2.257,1.128,0.000
187,5,560.300,38.700,4.183,1.522,169.099
188,1,566.500,38.500,1.128,1.128,0.000
189,1,573.500,38.500,1.128,1.128,0.000
190,10,603.400,40.300,5.015,2.539,107.693
191,20,695.050,40.150,5.907,4.311,18.435
192,10,834.000,39.300,4.111,3.097,2.596E-14
193,8,620.875,41.250,3.824,2.664,72.704
194,5,645.100,40.700,3.144,2.025,71.565
195,2,570.000,40.500,2.257,1.128,0.000
196,5,129.700,41.900,3.144,2.025,161.565
197,1,157.500,41.500,1.128,1.128,0.000
198,4,810.000,42.000,2.257,2.257,0.000
199,2,165.500,43.000,2.257,1.128,90.000
200,2,770.000,42.500,2.257,1.128,0.000
201,18,822.500,46.833,10.845,2.113,90.000
202,18,682.167,46.778,5.563,4.120,93.708
203,6,813.833,44.833,3.489,2.190,45.000
204,6,818.000,44.500,3.385,2.257,90.000
205,1,21.500,44.500,1.128,1.128,0.000
206,3,709.500,45.500,3.385,1.128,90.000
207,8,732.000,45.000,4.514,2.257,0.000
208,2,159.000,45.500,2.257,1.128,0.000
209,2,181.000,45.500,2.257,1.128,0.000
210,1,221.500,45.500,1.128,1.128,0.000
211,2,610.000,45.500,2.257,1.128,0.000
212,2,615.000,45.500,2.257,1.128,0.000
213,1,203.500,46.500,1.128,1.128,0.000
214,3,630.833,46.833,2.365,1.615,45.000
215,2,714.000,46.500,2.257,1.128,0.000
216,1,725.500,46.500,1.128,1.128,0.000
217,6,756.500,47.000,3.385,2.257,0.000
218,2,762.000,46.500,2.257,1.128,0.000
219,4,784.750,47.250,3.192,1.596,71.565
220,6,789.167,47.667,4.134,1.848,102.933
221,48,798.854,48.292,13.753,4.444,11.962
222,14,387.857,49.214,4.699,3.794,144.485
223,4,22.750,49.500,2.734,1.863,90.000
224,20,368.450,51.250,7.470,3.409,142.722
225,1,373.500,48.500,1.128,1.128,0.000
226,16,602.000,49.000,9.027,2.257,0.000
227,2,738.000,48.500,2.257,1.128,0.000
228,6,775.500,49.000,3.385,2.257,0.000
229,4,581.000,51.000,2.257,2.257,0.000
230,2,623.000,50.500,2.257,1.128,0.000
231,1,638.500,50.500,1.128,1.128,0.000
232,34,631.412,54.529,9.061,4.778,18.089
233,5,641.700,53.100,3.144,2.025,18.435
234,33,589.227,55.470,10.396,4.042,168.386
235,2,738.000,53.500,2.257,1.128,0.000
236,3,780.500,53.500,3.385,1.128,0.000
237,1,486.500,54.500,1.128,1.128,0.000
238,1,494.500,54.500,1.128,1.128,0.000
239,1,525.500,54.500,1.128,1.128,0.000
240,1,574.500,54.500,1.128,1.128,0.000
241,2,602.000,54.500,2.257,1.128,0.000
242,114,610.316,60.570,15.663,9.267,25.638
243,1,622.500,54.500,1.128,1.128,0.000
244,8,638.500,58.000,9.027,1.128,90.000
245,8,645.500,58.000,9.027,1.128,90.000
246,2,655.000,54.500,2.257,1.128,0.000
247,3,749.167,54.833,2.365,1.615,135.000
248,3,764.500,54.500,3.385,1.128,0.000
249,4,797.000,55.000,2.257,2.257,0.000
250,1,819.500,54.500,1.128,1.128,0.000
251,8,599.000,58.000,4.514,2.257,90.000
252,3,661.167,56.833,2.365,1.615,135.000
253,6,578.500,58.000,3.385,2.257,0.000
254,2,709.500,58.000,2.257,1.128,90.000
255,9,793.833,58.389,3.919,2.924,159.699
256,6,799.500,58.000,3.385,2.257,0.000
257,8,809.000,58.000,4.514,2.257,0.000
258,2,501.500,59.000,2.257,1.128,90.000
259,3,654.833,59.167,2.365,1.615,135.000
260,18,822.389,62.556,7.513,3.050,112.277
261,3,621.500,60.500,3.385,1.128,90.000
262,2,816.500,61.000,2.257,1.128,90.000
263,1,486.500,61.500,1.128,1.128,0.000
264,1,574.500,61.500,1.128,1.128,0.000
265,6,582.333,61.667,4.790,1.595,4.731
266,2,661.000,61.500,2.257,1.128,0.000
267,1,797.500,61.500,1.128,1.128,0.000
268,1,846.500,61.500,1.128,1.128,0.000
269,1,590.500,62.500,1.128,1.128,0.000
270,1,597.500,62.500,1.128,1.128,0.000
271,5,735.300,62.900,3.144,2.025,18.435
272,11,828.773,64.045,5.179,2.704,107.412
273,2,574.500,64.000,2.257,1.128,90.000
274,1,6.500,64.500,1.128,1.128,0.000
275,10,655.700,65.500,3.966,3.210,0.000
276,30,282.000,69.567,9.241,4.133,87.448
277,2,581.500,66.000,2.257,1.128,90.000
278,4,594.000,66.000,2.257,2.257,0.000
279,2,574.500,68.000,2.257,1.128,90.000
280,2,0.500,69.000,2.257,1.128,90.000
281,3,7.500,69.500,3.385,1.128,0.000
282,2,453.000,69.500,2.257,1.128,0.000
283,1,581.500,69.500,1.128,1.128,0.000
284,1,590.500,69.500,1.128,1.128,0.000
285,9,596.722,71.167,3.685,3.109,82.372
286,2,23.000,70.500,2.257,1.128,0.000
287,17,607.971,71.265,8.299,2.608,11.905
288,1,621.500,70.500,1.128,1.128,0.000
289,6,644.500,71.000,3.385,2.257,0.000
290,5,683.900,70.700,3.732,1.706,5.152
291,4,796.750,70.750,3.192,1.596,161.565
292,8,826.000,70.500,9.027,1.128,0.000
293,27,433.130,74.611,7.663,4.486,134.005
294,2,684.000,73.500,2.257,1.128,0.000
295,4,198.750,75.500,2.734,1.863,90.000
296,5,22.900,76.300,3.144,2.025,71.565
297,29,282.776,78.293,7.536,4.900,91.505
298,8,591.375,76.625,3.538,2.879,135.000
299,6,796.833,77.667,2.930,2.607,26.565
300,2,618.000,77.500,2.257,1.128,0.000
301,1,678.500,77.500,1.128,1.128,0.000
302,2,624.500,79.000,2.257,1.128,90.000
303,2,791.000,78.500,2.257,1.128,0.000
304,5,823.300,78.900,3.144,2.025,18.435
305,27,2.093,84.389,7.543,4.558,122.317
306,14,628.143,82.786,5.281,3.376,58.390
307,2,794.000,80.500,2.257,1.128,0.000
308,140,811.957,87.179,24.009,7.424,170.577
309,1,790.500,83.500,1.128,1.128,0.000
310,1,581.500,85.500,1.128,1.128,0.000
311,2,733.000,85.500,2.257,1.128,0.000
312,4,794.000,85.500,4.514,1.128,0.000
313,2,30.500,87.000,2.257,1.128,90.000
314,2,63.000,86.500,2.257,1.128,0.000
315,5,637.100,87.300,3.144,2.025,108.435
316,1,669.500,86.500,1.128,1.128,0.000
317,2,690.000,86.500,2.257,1.128,0.000
318,7,1.786,90.071,4.154,2.146,171.650
319,4,29.250,90.500,2.734,1.863,90.000
320,4,283.000,90.000,2.257,2.257,0.000
321,94,297.596,93.777,13.783,8.683,4.285
322,3,558.833,90.167,2.365,1.615,135.000
323,7,790.071,91.357,4.934,1.806,104.679
324,8,794.000,92.000,4.514,2.257,90.000
325,8,33.375,92.625,3.538,2.879,135.000
326,2,632.000,91.500,2.257,1.128,0.000
327,2,637.500,92.000,2.257,1.128,90.000
328,5,798.900,92.700,3.144,2.025,108.435
329,74,2.041,101.500,21.082,4.469,83.524
330,18,12.056,95.222,5.435,4.217,11.741
331,15,782.567,94.967,5.660,3.374,3.603
332,3,39.500,94.500,3.385,1.128,0.000
333,1,473.500,94.500,1.128,1.128,0.000
334,2,759.000,94.500,2.257,1.128,0.000
335,18,774.167,98.000,5.899,3.885,0.000
336,4,822.500,98.000,4.514,1.128,90.000
337,6,477.333,100.833,2.930,2.607,116.565
338,8,788.625,100.625,3.538,2.879,45.000
339,5,780.700,101.100,3.144,2.025,18.435
340,1,749.500,101.500,1.128,1.128,0.000
341,2,759.000,101.500,2.257,1.128,0.000
342,449,760.228,124.778,32.859,17.398,44.197
343,16,803.000,106.000,9.027,2.257,90.000
344,24,126.167,107.833,8.078,3.783,103.704
345,1,174.500,104.500,1.128,1.128,0.000
346,8,764.750,106.000,3.254,3.130,90.000
347,2,629.500,106.000,2.257,1.128,90.000
348,17,790.912,111.735,10.776,2.009,84.249
349,1,534.500,109.500,1.128,1.128,0.000
350,1,541.500,109.500,1.128,1.128,0.000
351,1,565.500,109.500,1.128,1.128,0.000
352,2,578.000,109.500,2.257,1.128,0.000
353,1,584.500,109.500,1.128,1.128,0.000
354,1,625.500,109.500,1.128,1.128,0.000
355,8,754.000,109.500,9.027,1.128,0.000
356,4,26.000,111.000,2.257,2.257,0.000
357,1,237.500,112.500,1.128,1.128,0.000
358,1,574.500,112.500,1.128,1.128,0.000
359,10,807.300,114.000,4.111,3.097,90.000
360,6,441.000,114.500,3.385,2.257,90.000
361,2,781.500,114.000,2.257,1.128,90.000
362,10,752.500,116.000,5.642,2.257,0.000
363,4,138.000,117.000,2.257,2.257,0.000
364,4,639.000,117.000,2.257,2.257,0.000
365,2,130.000,117.500,2.257,1.128,0.000
366,3,575.500,117.500,3.385,1.128,0.000
367,3,588.500,117.500,3.385,1.128,0.000
368,1,5.500,118.500,1.128,1.128,0.000
369,26,683.115,121.154,7.428,4.457,132.320
370,3,732.500,118.500,3.385,1.128,0.000
371,5,742.900,119.300,3.144,2.025,71.565
372,8,727.375,121.375,3.538,2.879,45.000
373,4,1.500,121.750,2.734,1.863,0.000
374,1,45.500,121.500,1.128,1.128,0.000
375,4,114.000,122.000,2.257,2.257,0.000
376,30,785.300,124.867,8.298,4.603,50.308
377,4,409.500,123.250,2.734,1.863,0.000
378,21,729.786,124.786,10.193,2.623,5.499
379,2,70.500,125.000,2.257,1.128,90.000
380,2,496.500,125.000,2.257,1.128,90.000
381,1,413.500,125.500,1.128,1.128,0.000
382,2,479.000,125.500,2.257,1.128,0.000
383,1,657.500,125.500,1.128,1.128,0.000
384,28,117.643,130.357,6.669,5.346,114.407
385,1,566.500,126.500,1.128,1.128,0.000
386,1,645.500,126.500,1.128,1.128,0.000
387,24,740.500,130.000,9.027,3.385,90.000
388,16,778.000,130.000,9.027,2.257,90.000
389,2,120.000,127.500,2.257,1.128,0.000
390,1,125.500,127.500,1.128,1.128,0.000
391,1,639.500,128.500,1.128,1.128,0.000
392,10,661.900,130.400,4.479,2.843,139.837
393,2,19.500,130.000,2.257,1.128,90.000
394,9,480.944,131.722,5.229,2.191,94.731
395,1,565.500,129.500,1.128,1.128,0.000
396,2,569.500,130.000,2.257,1.128,90.000
397,10,724.300,130.500,3.966,3.210,0.000
398,6,487.167,132.833,3.489,2.190,135.000
399,3,494.833,131.833,2.365,1.615,45.000
400,4,640.500,133.250,2.734,1.863,0.000
401,1,285.500,133.500,1.128,1.128,0.000
402,2,34.000,134.500,2.257,1.128,0.000
403,2,158.500,135.000,2.257,1.128,90.000
404,6,522.000,134.833,3.718,2.055,0.000
405,2,721.000,134.500,2.257,1.128,0.000
406,3,725.167,134.833,2.365,1.615,135.000
407,5,735.300,134.900,3.144,2.025,18.435
408,2,94.500,137.000,2.257,1.128,90.000
409,26,743.962,138.000,11.485,2.882,0.000
410,6,782.833,138.000,3.718,2.055,90.000
411,12,642.000,140.333,4.110,3.718,90.000
412,7,720.500,139.500,3.772,2.363,45.000
413,2,725.500,139.000,2.257,1.128,90.000
414,6,3.000,139.500,6.770,1.128,0.000
415,3,45.500,140.500,3.385,1.128,90.000
416,2,474.000,139.500,2.257,1.128,0.000
417,10,25.600,142.500,5.653,2.252,109.237
418,1,30.500,141.500,1.128,1.128,0.000
419,1,37.500,141.500,1.128,1.128,0.000
420,1,40.500,141.500,1.128,1.128,0.000
421,1,470.500,141.500,1.128,1.128,0.000
422,1,477.500,141.500,1.128,1.128,0.000
423,6,3.000,142.500,6.770,1.128,0.000
424,3,502.833,142.833,2.365,1.615,45.000
425,2,645.500,143.000,2.257,1.128,90.000
426,13,678.500,143.500,5.359,3.089,14.872
427,16,18.000,145.000,9.027,2.257,0.000
428,10,756.700,146.000,4.111,3.097,90.000
429,8,184.750,146.750,3.797,2.682,82.982
430,4,189.500,147.000,4.514,1.128,90.000
431,12,3.000,147.000,6.770,2.257,0.000
432,16,177.562,149.875,6.153,3.311,62.559
433,1,464.500,147.500,1.128,1.128,0.000
434,6,634.000,148.500,3.385,2.257,90.000
435,7,674.786,147.929,4.154,2.146,8.350
436,8,684.625,148.625,3.538,2.879,45.000
437,6,60.500,149.000,3.385,2.257,0.000
438,5,751.300,149.100,3.144,2.025,161.565
439,1,46.500,150.500,1.128,1.128,0.000
440,2,53.000,150.500,2.257,1.128,0.000
441,2,66.000,150.500,2.257,1.128,0.000
442,2,101.500,151.000,2.257,1.128,90.000
443,1,302.500,150.500,1.128,1.128,0.000
444,3,470.500,150.500,3.385,1.128,0.000
445,4,501.250,151.250,3.192,1.596,108.435
446,1,626.500,150.500,1.128,1.128,0.000
447,2,714.500,151.000,2.257,1.128,90.000
448,130,179.738,160.208,16.430,10.074,49.638
449,2,309.500,152.000,2.257,1.128,90.000
450,1,485.500,152.500,1.128,1.128,0.000
451,4,583.000,153.000,2.257,2.257,0.000
452,2,5.500,154.000,2.257,1.128,90.000
453,2,378.000,153.500,2.257,1.128,0.000
454,92,463.304,158.098,20.008,5.855,179.210
455,4,549.250,155.500,2.734,1.863,90.000
456,4,14.500,157.000,4.514,1.128,90.000
457,6,19.333,156.833,2.930,2.607,116.565
458,14,47.429,157.357,5.443,3.275,82.839
459,2,629.500,156.000,2.257,1.128,90.000
460,10,716.900,157.900,5.017,2.538,57.222
461,4,53.000,157.000,2.257,2.257,0.000
462,2,446.500,157.000,2.257,1.128,90.000
463,2,498.500,157.000,2.257,1.128,90.000
464,2,509.500,157.000,2.257,1.128,90.000
465,3,590.833,157.167,2.365,1.615,135.000
466,6,63.500,158.667,3.718,2.055,143.130
467,1,69.500,157.500,1.128,1.128,0.000
468,4,282.000,157.500,4.514,1.128,0.000
469,1,308.500,157.500,1.128,1.128,0.000
470,12,479.667,160.500,6.754,2.262,109.455
471,11,1.318,161.045,4.820,2.906,110.994
472,3,5.167,158.833,2.365,1.615,135.000
473,4,28.750,158.750,3.192,1.596,161.565
474,2,34.000,158.500,2.257,1.128,0.000
475,27243,197.152,240.781,445.982,77.776,176.702
476,1,569.500,158.500,1.128,1.128,0.000
477,8,637.500,162.000,9.027,1.128,90.000
478,3,710.167,158.833,2.365,1.615,135.000
479,27,723.167,162.463,9.011,3.815,116.829
480,8,52.625,160.375,3.538,2.879,135.000
481,2,446.500,161.000,2.257,1.128,90.000
482,4,22.250,161.750,3.192,1.596,18.435
483,2,30.500,162.000,2.257,1.128,90.000
484,2,37.500,162.000,2.257,1.128,90.000
485,5,458.700,161.900,3.144,2.025,161.565
486,2,671.000,161.500,2.257,1.128,0.000
487,2,702.500,162.000,2.257,1.128,90.000
488,1,477.500,162.500,1.128,1.128,0.000
489,6,712.667,164.833,2.930,2.607,63.435
490,2,462.500,165.000,2.257,1.128,90.000
491,4,530.000,165.000,2.257,2.257,0.000
492,7,540.786,165.214,4.044,2.204,153.937
493,1,14.500,165.500,1.128,1.128,0.000
494,2,34.000,165.500,2.257,1.128,0.000
495,2,188.000,165.500,2.257,1.128,0.000
496,1,437.500,165.500,1.128,1.128,0.000
497,1,709.500,165.500,1.128,1.128,0.000
498,104,6.058,172.212,14.899,8.888,155.455
499,4,20.750,166.750,3.192,1.596,161.565
500,2,39.000,166.500,2.257,1.128,0.000
501,5,109.100,167.300,3.144,2.025,108.435
502,2,122.000,166.500,2.257,1.128,0.000
503,3,319.500,166.500,3.385,1.128,0.000
504,4,377.000,167.000,2.257,2.257,0.000
505,1,381.500,166.500,1.128,1.128,0.000
506,1,478.500,166.500,1.128,1.128,0.000
507,2,535.000,166.500,2.257,1.128,0.000
508,8,573.500,170.000,9.027,1.128,90.000
509,44,622.636,170.818,10.274,5.453,89.759
510,95,673.237,174.384,13.315,9.084,102.932
511,3,685.500,167.500,3.385,1.128,90.000
512,6,703.500,168.000,3.385,2.257,0.000
513,10,732.600,169.300,4.049,3.144,63.435
514,9,78.722,168.944,5.229,2.191,175.269
515,2,344.500,169.000,2.257,1.128,90.000
516,4,374.500,170.000,4.514,1.128,90.000
517,5,524.700,168.900,3.144,2.025,161.565
518,54,539.852,172.481,12.843,5.354,28.563
519,3,549.167,168.833,2.365,1.615,135.000
520,2,15.000,169.500,2.257,1.128,0.000
521,4,379.000,170.000,2.257,2.257,0.000
522,2,446.500,170.000,2.257,1.128,90.000
523,6,280.833,172.333,4.134,1.848,102.933
524,5,319.300,171.100,3.144,2.025,161.565
525,3,285.500,172.500,3.385,1.128,90.000
526,22,481.500,174.000,6.173,4.537,58.799
527,14,490.571,173.929,6.142,2.902,71.208
528,35,660.986,176.357,11.173,3.989,79.192
529,76,713.566,175.539,11.244,8.606,113.476
530,7,75.929,173.214,5.155,1.729,9.615
531,10,104.800,174.900,4.474,2.846,76.036
532,2,310.500,173.000,2.257,1.128,90.000
533,4,377.000,173.000,2.257,2.257,0.000
534,13,727.731,173.885,4.253,3.892,30.964
535,3,84.500,173.500,3.385,1.128,0.000
536,2,122.000,173.500,2.257,1.128,0.000
537,1,349.500,173.500,1.128,1.128,0.000
538,1,381.500,173.500,1.128,1.128,0.000
539,1,517.500,173.500,1.128,1.128,0.000
540,14,526.143,174.429,8.130,2.192,174.495
541,2,549.000,173.500,2.257,1.128,0.000
542,1,21.500,174.500,1.128,1.128,0.000
543,4,97.000,175.000,2.257,2.257,0.000
544,1,101.500,174.500,1.128,1.128,0.000
545,4,114.000,174.500,4.514,1.128,0.000
546,1,182.500,174.500,1.128,1.128,0.000
547,1,269.500,174.500,1.128,1.128,0.000
548,8,295.375,175.375,3.538,2.879,45.000
549,2,322.000,174.500,2.257,1.128,0.000
550,5,389.300,174.700,4.183,1.522,169.099
551,2,413.000,174.500,2.257,1.128,0.000
552,2,653.000,174.500,2.257,1.128,0.000
553,184,685.636,181.255,20.570,11.389,22.469
554,42,106.595,184.095,9.406,5.685,75.238
555,11,732.409,176.682,4.148,3.376,143.130
556,16,18.000,178.000,4.514,4.514,0.000
557,5,87.700,176.900,3.144,2.025,161.565
558,21,187.071,179.071,7.152,3.738,28.363
559,8,308.750,178.000,3.254,3.130,90.000
560,10,348.300,177.500,3.966,3.210,0.000
561,4,518.250,177.250,3.589,1.419,45.000
562,1,397.500,177.500,1.128,1.128,0.000
563,2,437.500,178.000,2.257,1.128,90.000
564,4,513.000,178.000,2.257,2.257,0.000
565,8,579.000,178.000,4.514,2.257,0.000
566,12,636.833,180.167,5.376,2.842,81.748
567,4,647.000,178.000,2.257,2.257,0.000
568,11,727.591,179.318,4.148,3.376,143.130
569,52,95.865,182.115,10.350,6.397,39.538
570,20,315.050,181.850,6.382,3.990,151.927
571,5,388.700,179.100,3.144,2.025,18.435
572,2,406.500,179.000,2.257,1.128,90.000
573,2,478.500,179.000,2.257,1.128,90.000
574,7,525.786,179.071,4.154,2.146,171.650
575,5,540.700,179.100,3.144,2.025,18.435
576,8,300.625,180.625,3.538,2.879,45.000
577,86,483.721,190.919,21.003,5.213,85.389
578,8,558.500,182.250,4.568,2.230,145.278
579,1,21.500,181.500,1.128,1.128,0.000
580,7,87.500,182.500,3.772,2.363,45.000
581,36,115.056,186.000,10.166,4.509,82.377
