 ,Area,XM,YM,Major,Minor,Angle
194,19,832.184,50.605,10.774,2.245,75.156
195,51,329.931,50.971,11.841,5.484,3.317
196,90,372.867,56.411,14.052,8.155,122.321
197,41,848.427,51.061,9.455,5.521,128.033
198,172,960.802,58.942,24.292,9.015,149.620
199,22,813.136,49.864,6.873,4.076,144.005
200,15,930.567,50.300,5.621,3.397,94.551
201,44,363.227,54.500,10.926,5.127,65.605
202,39,525.987,56.269,14.205,3.496,113.920
203,28,886.786,52.000,6.653,5.359,90.000
204,30,979.400,52.100,8.640,4.421,30.221
205,242,472.136,61.223,19.729,15.618,25.198
206,33,692.803,53.470,7.143,5.882,161.164
207,36,98.611,53.833,15.550,2.948,158.386
208,43,140.779,55.012,10.581,5.174,103.110
209,183,198.806,60.505,22.944,10.155,162.761
210,50,600.440,56.020,10.670,5.966,157.676
211,30,752.400,53.800,6.702,5.699,127.583
212,84,823.595,57.095,11.757,9.097,137.193
213,26,87.962,55.500,7.068,4.684,113.144
214,211,125.998,61.419,17.740,15.144,178.220
215,10,304.200,55.000,5.733,2.221,77.702
216,58,308.586,60.914,13.829,5.340,64.145
217,544,402.491,86.675,43.366,15.972,84.878
218,41,939.500,55.793,11.026,4.734,150.917
219,60,153.033,56.667,11.892,6.424,163.108
220,270,250.726,62.848,24.076,14.278,175.014
221,22,563.000,56.318,9.015,3.107,78.380
222,73,907.226,57.938,12.916,7.196,58.324
223,173,646.708,67.026,23.454,9.391,56.085
224,12,503.000,57.250,6.889,2.218,94.045
225,260,576.481,72.462,26.714,12.392,116.074
226,22,669.773,58.818,8.133,3.444,77.999
227,24,700.208,57.292,6.551,4.665,78.442
228,215,751.272,71.347,23.660,11.570,42.691
229,40,492.575,60.775,10.069,5.058,27.012
230,15,52.500,58.700,8.360,2.284,161.618
231,56,96.768,62.661,9.410,7.577,41.565
232,95,331.521,60.647,14.596,8.287,151.036
233,127,617.374,70.610,19.760,8.183,68.113
234,42,722.048,61.929,9.805,5.454,107.447
235,10,767.700,60.100,7.421,1.716,91.070
236,15,790.967,60.300,7.262,2.630,92.339
237,158,845.633,64.937,18.451,10.903,175.819
238,158,927.152,68.684,17.009,11.827,122.449
239,19,932.553,58.816,9.570,2.528,160.038
240,70,414.557,66.243,16.078,5.544,76.089
241,40,429.875,61.425,9.883,5.153,137.955
242,79,523.880,65.019,21.277,4.728,142.570
243,142,547.655,65.521,18.056,10.013,13.496
244,38,225.526,62.500,9.262,5.224,28.973
245,25,46.220,62.380,8.904,3.575,178.749
246,45,389.700,63.944,11.102,5.161,95.227
247,518,681.857,81.871,33.022,19.973,54.554
248,129,35.640,70.903,14.913,11.014,25.007
249,27,317.611,63.426,8.505,4.042,13.563
250,148,595.007,66.831,18.687,10.084,179.541
251,148,174.331,71.061,25.937,7.265,139.320
252,190,357.084,69.726,26.215,9.228,152.879
253,22,421.409,66.636,10.358,2.704,79.841
254,14,506.571,64.857,6.338,2.812,166.040
255,29,707.224,66.569,7.571,4.877,152.707
256,32,862.406,68.344,12.383,3.290,83.560
257,46,155.783,67.913,9.228,6.347,173.419
258,57,446.868,66.289,17.024,4.263,172.282
259,38,988.000,68.658,8.179,5.915,113.050
260,62,62.081,77.613,14.456,5.461,81.294
261,19,71.763,67.500,7.898,3.063,80.462
262,42,106.286,65.952,13.599,3.932,169.179
263,57,272.289,71.096,11.322,6.410,149.836
264,54,287.907,71.889,10.910,6.302,138.529
265,62,803.710,71.484,10.628,7.428,126.870
266,13,822.192,64.654,11.401,1.452,176.962
267,16,887.625,70.188,7.045,2.892,88.689
268,60,971.650,71.483,14.743,5.182,14.731
269,287,10.657,79.754,23.306,15.679,50.998
270,182,488.857,78.225,20.219,11.461,39.606
271,63,791.738,73.294,12.390,6.474,46.405
272,52,53.096,72.962,10.526,6.290,125.369
273,73,516.185,74.267,11.818,7.865,108.337
274,93,728.898,78.328,20.831,5.684,52.616
275,68,948.794,74.971,11.972,7.232,46.279
276,788,196.676,104.079,51.834,19.356,36.515
277,38,820.974,71.105,8.404,5.757,176.092
278,118,843.186,80.797,15.185,9.894,45.545
279,52,629.077,74.135,8.385,7.896,150.220
280,30,902.933,75.033,10.070,3.793,112.870
281,67,161.933,74.843,12.906,6.610,14.732
282,78,447.321,79.808,17.780,5.586,81.408
283,266,712.447,89.560,28.800,11.760,105.515
284,78,775.744,75.538,18.718,5.306,16.046
285,126,125.603,83.611,23.462,6.838,142.575
286,40,188.900,79.200,16.674,3.054,81.800
287,50,345.560,75.660,9.622,6.616,131.249
288,38,453.316,79.605,16.076,3.010,75.050
289,101,464.411,84.015,14.295,8.996,97.532
290,95,557.879,79.816,15.290,7.911,11.926
291,146,602.212,85.904,14.720,12.629,147.965
292,33,653.652,75.106,9.563,4.394,155.436
293,16,909.250,75.750,8.054,2.529,89.246
294,35,996.386,78.014,9.670,4.608,100.293
295,64,886.141,79.172,13.073,6.233,8.043
296,160,233.838,86.463,15.926,12.792,58.542
297,100,258.010,80.160,19.674,6.472,167.256
298,75,306.407,82.393,15.073,6.335,131.065
299,12,503.917,79.333,6.438,2.373,107.763
300,33,986.500,77.288,11.025,3.811,17.276
301,36,321.028,77.694,19.278,2.378,172.848
302,16,957.000,80.312,7.377,2.762,47.329
303,180,43.856,88.244,21.491,10.664,39.031
304,72,141.181,82.653,11.319,8.099,150.774
305,21,151.976,80.929,8.337,3.207,179.182
306,30,386.000,83.633,9.513,4.015,84.242
307,56,434.964,88.250,11.192,6.371,77.859
308,22,811.182,82.682,8.956,3.128,111.209
309,18,826.111,82.333,7.241,3.165,109.696
310,83,867.572,82.596,17.590,6.008,177.779
311,47,115.202,89.926,18.317,3.267,112.455
312,15,285.500,81.633,8.616,2.217,3.028
313,62,644.774,85.306,12.341,6.397,116.823
314,399,775.748,102.974,28.257,17.978,91.282
315,65,911.885,87.977,10.767,7.686,79.474
316,163,928.457,89.764,19.464,10.663,48.657
317,110,965.464,89.755,15.359,9.119,39.368
318,62,23.823,86.516,13.020,6.063,3.706
319,72,182.597,90.903,15.476,5.924,127.984
320,105,888.376,93.205,16.575,8.066,53.692
321,133,289.274,90.305,21.419,7.906,170.176
322,24,948.083,87.167,8.734,3.499,3.393
323,15,984.833,86.233,5.774,3.307,40.379
324,65,732.762,89.638,11.870,6.972,18.464
325,17,997.206,87.147,6.890,3.141,1.539
326,14,416.357,89.500,6.056,2.943,87.158
327,119,629.794,93.920,21.347,7.098,167.207
328,25,58.260,90.220,7.294,4.364,59.510
329,135,327.352,95.041,15.009,11.453,4.453
330,129,85.298,98.593,24.194,6.789,155.512
331,30,535.600,89.000,17.326,2.205,1.084
332,170,547.141,105.941,20.619,10.497,52.916
333,24,742.375,94.375,7.962,3.838,45.000
334,26,797.846,94.038,10.190,3.249,67.270
335,22,816.636,92.591,7.835,3.575,116.039
336,30,853.567,90.233,8.343,4.579,168.174
337,77,869.032,94.630,13.217,7.418,165.261
338,123,256.785,98.451,14.827,10.562,72.651
339,31,387.500,93.952,9.405,4.197,157.075
340,20,492.400,92.850,7.878,3.232,4.481
341,15,995.567,95.367,5.998,3.184,141.601
342,29,845.741,95.845,9.280,3.979,26.548
343,45,982.056,98.789,13.994,4.094,121.210
344,185,517.792,102.424,20.780,11.335,55.859
345,48,20.000,97.354,10.921,5.596,5.556
346,23,169.413,97.283,7.300,4.012,115.675
347,23,286.935,97.370,10.014,2.924,150.520
348,40,380.950,98.300,11.334,4.493,156.780
349,527,452.921,120.113,31.993,20.973,109.631
350,183,838.276,116.380,17.750,13.127,82.456
351,48,953.667,102.208,13.462,4.540,81.154
352,66,340.545,102.591,13.650,6.156,70.931
353,146,371.829,105.884,20.597,9.025,142.710
354,73,608.966,101.267,13.943,6.666,39.962
355,36,944.722,100.194,9.455,4.848,102.911
356,87,48.810,106.948,14.440,7.671,27.695
357,399,141.400,113.360,23.638,21.492,117.237
358,10,143.800,100.900,7.832,1.626,98.540
359,650,310.720,116.518,48.766,16.971,169.038
360,31,354.694,99.790,7.067,5.585,2.929
361,47,432.713,98.713,14.396,4.157,5.319
362,61,500.516,100.566,10.967,7.082,178.442
363,19,543.868,100.026,9.548,2.534,61.417
364,79,828.703,103.171,15.546,6.470,128.251
365,42,900.524,101.405,8.438,6.337,136.276
366,49,964.990,104.316,13.517,4.616,83.298
367,37,9.203,105.041,9.505,4.956,134.474
368,45,115.922,106.589,9.080,6.310,111.926
369,161,624.475,107.537,17.567,11.669,26.106
370,135,861.478,112.344,15.299,11.235,68.945
371,27,933.722,105.611,11.545,2.978,75.662
372,281,584.923,123.151,26.491,13.506,103.043
373,57,976.746,108.763,15.536,4.671,100.044
374,32,415.469,105.156,9.589,4.249,55.346
375,19,463.342,103.763,8.248,2.933,24.877
376,34,799.471,105.559,9.123,4.745,165.538
377,10,20.900,104.200,7.832,1.626,8.540
378,13,228.962,103.962,7.358,2.250,10.186
379,44,592.818,104.977,12.587,4.451,167.088
380,161,702.811,112.376,14.449,14.187,145.160
381,19,734.289,104.395,9.095,2.660,157.885
382,17,994.853,106.559,8.897,2.433,94.757
383,50,474.420,106.400,12.637,5.038,30.222
384,58,876.052,107.862,11.588,6.373,7.114
385,151,926.474,113.990,24.099,7.978,139.782
386,32,166.094,110.406,8.878,4.589,134.546
387,306,673.392,121.964,35.805,10.881,62.103
388,10,959.500,109.000,11.284,1.128,90.000
389,20,560.000,110.900,7.165,3.554,91.623
390,41,89.841,114.256,12.955,4.030,71.068
391,13,344.731,111.885,6.911,2.395,114.058
392,437,533.887,131.761,31.308,17.772,91.127
393,68,634.647,112.397,11.843,7.311,137.441
394,186,907.355,118.608,17.948,13.195,120.254
395,87,948.546,116.431,12.314,8.995,137.059
396,101,8.748,115.500,16.696,7.702,160.642
397,45,267.878,112.456,11.194,5.119,170.009
398,99,424.429,117.439,17.252,7.307,133.422
399,34,733.235,117.559,11.158,3.880,93.959
400,290,1001.610,136.083,43.829,8.425,93.652
401,420,46.767,135.031,32.171,16.623,137.998
402,307,367.393,132.223,23.854,16.387,96.314
403,37,661.338,117.743,11.962,3.938,84.237
404,169,65.695,119.956,20.171,10.668,34.158
405,123,559.565,122.435,20.568,7.614,49.365
406,98,746.041,122.633,21.569,5.785,83.374
407,50,822.840,115.940,11.211,5.679,8.977
408,258,876.950,127.236,21.596,15.211,119.523
409,13,991.962,116.731,6.989,2.368,80.912
410,38,229.868,115.895,9.893,4.891,9.996
411,44,353.000,117.455,8.662,6.467,140.304
412,44,575.205,121.159,10.389,5.392,65.111
413,50,122.740,118.960,9.240,6.890,47.628
414,64,468.469,121.078,14.817,5.500,133.821
415,96,607.875,118.292,19.704,6.203,8.587
416,162,654.025,128.469,26.390,7.816,109.260
417,368,764.130,138.285,22.127,21.176,61.611
418,25,960.980,119.660,7.662,4.154,120.156
419,42,114.524,124.381,15.480,3.454,106.734
420,75,209.593,123.247,14.011,6.815,52.159
421,90,255.544,119.878,18.691,6.131,18.084
422,114,100.719,127.772,14.275,10.168,96.054
423,185,231.435,129.819,16.244,14.501,18.295
424,90,506.344,126.311,15.000,7.640,75.566
425,113,268.341,129.783,17.605,8.173,72.550
426,244,17.586,129.762,26.811,11.587,160.311
427,58,706.000,129.310,13.386,5.517,122.321
428,20,716.900,121.900,9.594,2.654,4.145
429,97,732.046,133.077,17.331,7.126,121.876
430,47,919.755,127.628,14.763,4.054,96.707
431,111,975.914,129.428,13.319,10.611,137.122
432,22,90.773,125.864,6.791,4.125,70.307
433,144,687.965,135.347,15.420,11.890,125.076
434,60,798.683,127.450,10.861,7.034,9.333
435,13,896.346,126.577,5.614,2.948,53.635
436,22,216.273,129.727,10.686,2.621,85.644
437,228,952.838,139.057,19.195,15.123,14.315
438,77,310.838,130.513,16.751,5.853,36.325
439,51,340.735,134.147,13.471,4.820,65.180
440,26,408.654,130.308,11.369,2.912,73.061
441,143,623.612,130.164,22.551,8.074,9.511
442,11,717.318,125.955,8.278,1.692,168.801
443,53,860.858,131.368,14.440,4.673,152.692
444,11,282.682,127.864,8.644,1.620,8.564
445,49,811.949,131.255,8.585,7.267,116.674
446,27,68.611,129.981,10.861,3.165,19.632
447,131,163.042,136.958,18.125,9.202,0.330
448,13,352.038,133.038,7.564,2.188,101.090
449,83,392.006,133.030,15.830,6.676,6.079
450,38,412.316,137.184,15.079,3.209,56.706
451,11,481.227,130.227,5.581,2.510,78.173
452,205,819.002,146.466,18.473,14.129,173.643
453,42,837.810,137.167,15.763,3.392,95.562
454,43,847.035,133.337,10.080,5.432,107.508
455,10,930.600,129.000,6.024,2.114,7.762
456,73,426.623,138.336,10.477,8.872,56.534
457,61,442.156,135.795,9.658,8.042,91.579
458,152,212.336,145.546,21.928,8.826,119.991
459,43,899.919,134.733,11.368,4.816,164.405
460,56,132.589,138.839,12.024,5.930,101.428
461,56,11.661,141.036,10.051,7.094,159.736
462,212,493.995,154.467,24.450,11.040,61.892
463,355,925.985,161.849,33.725,13.403,90.506
464,15,992.100,135.967,6.162,3.099,43.677
465,14,74.714,135.929,8.108,2.199,169.429
466,107,115.304,143.061,14.034,9.708,75.831
467,26,181.846,136.731,7.686,4.307,168.361
468,118,277.517,146.585,16.518,9.096,114.469
469,30,310.267,137.700,12.393,3.082,10.665
470,21,605.452,135.405,11.333,2.359,169.824
471,21,798.357,135.500,11.237,2.380,9.286
472,218,558.183,153.358,26.590,10.439,55.586
473,20,641.100,136.700,13.453,1.893,7.189
474,63,739.659,144.183,13.071,6.137,34.841
475,10,872.900,136.600,5.583,2.281,7.466
476,35,193.186,143.157,12.045,3.700,105.923
477,24,200.417,143.708,9.121,3.350,94.992
478,20,219.400,141.000,9.678,2.631,101.749
479,344,248.276,154.250,27.227,16.087,4.372
480,172,352.849,155.047,20.462,10.702,109.711
481,54,488.167,143.981,13.180,5.217,78.677
482,16,856.000,144.000,15.766,1.292,95.392
483,15,91.567,138.833,8.247,2.316,177.982
484,169,401.340,147.494,20.094,10.708,1.377
485,17,449.206,140.088,6.710,3.226,71.808
486,24,616.125,140.250,5.875,5.201,82.534
487,253,794.196,153.749,21.074,15.285,115.733
488,77,904.929,144.305,11.470,8.547,3.779
489,123,321.638,144.882,19.234,8.142,179.229
490,36,521.417,142.444,9.844,4.657,39.378
491,42,550.571,148.119,10.306,5.189,61.468
492,305,597.887,151.792,26.529,14.638,168.814
493,38,674.711,146.789,15.747,3.072,74.562
494,58,710.000,148.466,13.822,5.343,100.537
495,51,150.892,143.931,13.257,4.898,169.085
496,17,638.324,142.324,5.585,3.876,1.011
497,249,983.693,153.315,24.564,12.906,162.784
498,24,35.125,146.208,10.414,2.934,108.871
499,39,175.987,143.372,12.551,3.956,176.440
500,38,229.316,143.079,13.349,3.625,179.901
501,25,343.660,147.340,11.229,2.835,98.205
502,24,870.708,143.583,12.910,2.367,13.197
503,15,54.500,144.100,7.878,2.424,154.523
504,32,123.594,146.594,7.766,5.246,65.807
505,125,301.444,153.124,14.087,11.298,48.139
506,319,451.350,156.519,22.200,18.296,74.989
507,25,94.620,145.100,8.917,3.570,155.139
508,115,84.570,152.143,13.623,10.748,64.890
509,39,288.603,148.628,8.602,5.772,135.287
510,25,425.220,149.300,8.278,3.845,73.240
511,157,510.933,159.723,22.486,8.890,89.844
512,11,679.864,148.227,6.380,2.195,93.011
513,72,700.597,151.500,16.165,5.671,112.942
514,16,381.438,148.062,6.544,3.113,92.662
515,15,639.167,148.833,6.180,3.090,98.525
516,26,876.000,148.000,9.111,3.634,22.372
517,30,940.467,151.267,9.590,3.983,28.158
518,91,146.104,153.456,15.829,7.320,167.224
519,56,181.357,151.107,13.646,5.225,157.242
520,35,473.129,150.586,13.479,3.306,168.346
521,34,331.529,152.618,11.531,3.754,82.330
522,90,412.122,158.922,13.957,8.210,61.992
523,73,678.979,157.568,14.030,6.625,18.649
524,18,731.333,151.444,12.267,1.868,178.965
525,86,99.698,157.151,12.931,8.468,33.830
526,47,172.883,156.287,11.548,5.182,172.264
527,71,337.570,158.021,13.553,6.670,108.075
528,16,74.750,155.938,8.004,2.545,87.844
529,434,175.691,176.816,25.293,21.847,165.647
530,103,367.985,165.675,17.294,7.583,95.216
531,19,658.079,153.553,9.650,2.507,174.617
532,28,773.643,158.179,9.568,3.726,121.770
533,185,875.203,158.073,20.049,11.749,12.232
534,52,908.596,161.019,16.230,4.079,96.208
535,165,15.894,163.639,20.169,10.416,108.375
536,88,536.557,162.739,17.416,6.434,87.966
537,153,67.258,169.317,24.238,8.037,85.815
538,27,468.537,158.056,8.418,4.084,145.485
539,51,828.539,161.441,9.484,6.847,88.458
540,78,842.641,166.051,19.251,5.159,103.739
541,20,858.400,159.250,7.689,3.312,130.735
542,34,314.471,160.765,9.425,4.593,39.151
543,223,662.787,166.747,26.874,10.565,166.032
544,40,718.175,161.925,8.371,6.084,43.776
545,18,52.389,159.389,9.671,2.370,4.973
546,37,181.959,162.095,9.006,5.231,3.523
547,14,215.500,162.571,8.067,2.210,66.191
548,16,224.812,162.438,7.135,2.855,119.824
549,140,431.479,170.721,16.270,10.956,35.867
550,37,893.419,162.122,8.275,5.693,18.796
551,27,955.611,159.611,9.324,3.687,173.602
552,102,137.225,166.725,15.889,8.174,150.832
553,19,289.395,164.763,7.046,3.433,127.623
554,119,388.996,164.508,16.222,9.340,176.462
555,77,42.526,166.708,13.345,7.346,122.151
556,37,696.500,162.689,13.268,3.551,165.266
557,30,747.967,161.133,14.140,2.701,177.261
558,46,969.261,163.500,11.284,5.190,175.291
559,35,5.243,167.071,8.917,4.998,101.205
560,21,55.452,165.881,6.455,4.143,86.871
561,126,205.810,178.183,15.435,10.394,145.815
562,108,599.991,175.417,20.023,6.867,87.574
563,39,764.115,164.167,17.446,2.846,175.876
564,60,462.933,172.250,12.164,6.280,136.313
565,47,522.755,168.628,8.630,6.935,96.993
566,43,639.686,166.128,12.413,4.411,156.684
567,38,851.842,168.184,8.520,5.679,105.484
568,20,860.950,165.500,9.154,2.782,8.858
569,166,104.735,176.687,23.664,8.932,137.539
570,64,232.906,175.953,10.776,7.562,76.438
571,35,724.929,173.500,14.568,3.059,77.131
572,12,264.083,169.000,7.421,2.059,108.413
573,36,583.778,169.111,14.093,3.252,157.658
574,18,115.833,168.333,5.674,4.039,171.890
575,34,245.324,168.324,10.191,4.248,165.561
576,262,319.492,184.969,23.778,14.029,47.638
577,567,615.646,197.276,43.528,16.585,85.157
578,145,701.872,175.162,17.458,10.575,149.962
579,34,780.853,169.176,11.955,3.621,178.081
580,30,211.400,170.133,7.985,4.784,7.514
581,16,754.500,168.125,9.512,2.142,173.791
