 ,Area,XM,YM,Major,Minor,Angle
42,61,526.533,240.943,16.050,4.839,157.263
43,410,256.080,269.015,28.467,18.338,158.629
44,153,358.395,265.657,16.872,11.546,171.296
45,53,494.896,267.349,17.141,3.937,63.095
46,924,208.329,280.931,41.427,28.399,1.550
47,131,299.538,276.416,14.394,11.588,38.929
48,43,638.872,275.244,9.745,5.618,98.402
49,79,14.791,279.778,21.020,4.785,176.924
50,449,269.008,295.785,37.870,15.096,178.235
51,157,58.029,287.003,52.902,3.779,175.474
52,75,230.153,295.940,17.119,5.578,89.437
53,22,719.500,292.136,15.977,1.753,175.528
54,132,66.909,299.917,17.254,9.741,9.191
55,393,17.279,5.782,37.129,13.477,7.464
56,26,58.962,1.000,15.447,2.143,179.363
57,813,161.319,5.768,81.105,12.763,179.195
58,106,274.783,1.858,31.339,4.307,0.029
59,269,657.920,5.441,28.458,12.036,9.487
60,202,827.223,5.243,32.946,7.807,169.286
61,35920,864.824,196.809,288.420,158.570,59.531
62,21,689.929,8.690,11.110,2.407,167.129
63,364,816.159,140.511,26.178,17.704,50.424
64,184,830.272,163.413,25.260,9.275,89.203
65,50,750.800,233.420,11.425,5.572,58.832
66,49,356.051,245.337,10.404,5.996,51.641
67,65,325.762,258.254,16.153,5.124,118.296
68,1651,223.604,277.238,71.925,29.227,10.536
69,368,361.337,273.812,29.739,15.756,104.065
70,287,309.023,273.092,26.330,13.878,178.634
71,32,167.031,265.562,15.083,2.701,175.366
72,26,88.846,267.923,13.656,2.424,17.123
73,92,539.500,274.761,13.933,8.407,157.987
74,130,628.508,272.946,25.882,6.395,176.264
75,246,93.008,282.061,22.581,13.871,9.425
76,102,172.216,281.108,14.662,8.857,23.847
77,525,268.818,295.071,39.091,17.100,177.954
78,32,331.594,283.656,11.241,3.624,165.349
79,125,50.020,286.388,40.857,3.895,172.223
80,17,240.618,296.559,7.792,2.778,15.648
81,359,16.918,5.458,35.572,12.850,7.832
82,50,76.080,2.380,11.601,5.488,1.247
83,872,152.810,5.922,89.834,12.359,178.445
84,74,278.527,1.554,27.484,3.428,0.843
85,25,426.340,1.220,11.473,2.774,173.177
86,102,649.078,1.863,28.269,4.594,0.916
87,66,812.636,1.788,18.836,4.461,178.246
88,36302,864.082,196.126,287.975,160.504,59.594
89,30,876.967,107.267,16.153,2.365,172.209
90,299,817.574,142.988,25.915,14.690,60.616
91,51,780.304,178.186,8.615,7.538,162.558
92,20,737.350,195.150,5.871,4.338,89.141
93,65,1.915,222.023,19.770,4.186,95.995
94,101,522.134,242.787,16.838,7.637,7.273
95,118,358.102,247.441,15.360,9.781,115.495
96,1554,226.367,276.589,71.129,27.817,13.524
97,133,657.485,253.861,26.865,6.303,177.278
98,374,14.690,272.176,27.830,17.111,49.383
99,45,74.856,260.656,7.892,7.260,84.213
100,318,359.664,273.440,32.402,12.496,94.086
101,64,87.922,264.734,9.871,8.255,41.498
102,101,632.500,271.668,14.303,8.991,148.575
103,333,77.869,285.098,37.800,11.217,6.539
104,152,175.151,276.066,18.362,10.540,54.684
105,675,275.270,292.777,52.638,16.327,23.150
106,121,318.103,272.822,15.886,9.698,12.884
107,39,613.244,272.859,15.745,3.154,8.996
108,18,302.167,290.000,9.077,2.525,6.209
109,57,101.518,299.254,13.475,5.386,48.712
110,15,240.300,297.433,7.873,2.426,18.740
111,359,16.475,5.519,34.614,13.205,8.470
112,43,53.407,0.895,26.733,2.048,1.071
113,102,82.961,2.971,23.027,5.640,172.272
114,581,139.710,5.620,61.078,12.112,177.531
115,50,214.540,1.660,17.981,3.540,1.607
116,85,277.935,1.876,26.920,4.020,179.604
117,269,654.303,8.028,20.482,16.722,24.213
118,219,833.349,7.568,22.152,12.588,149.503
119,37599,861.996,195.675,293.141,163.309,58.663
120,354,816.172,140.441,23.678,19.036,56.545
121,102,44.804,223.814,18.327,7.086,156.716
122,271,72.149,242.946,27.389,12.598,44.945
123,47,21.904,242.287,12.323,4.856,96.534
124,23,108.674,245.022,13.749,2.130,3.787
125,28,321.464,254.893,11.628,3.066,92.032
126,37,50.446,250.878,12.817,3.676,0.021
127,1800,219.953,277.787,80.754,28.380,7.649
128,391,362.152,269.257,33.406,14.903,149.095
129,364,309.670,272.580,27.119,17.090,179.828
130,49,330.704,261.765,10.720,5.820,33.102
131,89,78.646,264.871,16.235,6.980,7.035
132,27,102.907,262.500,6.901,4.982,32.375
133,149,10.413,268.319,17.533,10.820,0.091
134,486,78.317,290.064,39.373,15.716,25.976
135,116,620.009,273.276,21.327,6.925,2.916
136,62,152.371,272.758,15.438,5.113,179.418
137,545,275.115,295.129,38.579,17.987,18.256
138,260,19.973,281.615,42.986,7.701,172.310
139,53,238.915,287.934,11.835,5.702,127.013
140,27,309.389,292.278,6.775,5.074,109.204
141,351,16.494,5.842,32.508,13.747,4.810
142,118,83.051,3.059,24.410,6.155,2.915
143,141,120.699,2.890,26.177,6.858,175.382
144,367,153.554,6.565,30.460,15.341,6.524
145,197,194.490,7.414,19.448,12.897,44.469
146,63,278.325,1.944,20.678,3.879,179.532
147,171,649.775,8.465,19.150,11.369,108.480
148,65,816.208,1.838,20.714,3.995,175.236
149,162,834.667,8.086,14.805,13.932,2.540
150,34921,866.391,196.310,283.871,156.630,60.545
151,282,818.227,142.677,21.881,16.410,128.908
152,21,760.595,185.643,6.532,4.094,60.117
153,30,9.967,218.967,12.545,3.045,80.198
154,111,523.086,241.338,15.457,9.143,163.231
155,79,67.361,245.146,10.823,9.294,47.561
156,36,51.111,250.806,11.889,3.855,177.967
157,537,251.859,269.666,32.854,20.811,168.210
158,106,656.491,254.236,23.110,5.840,179.218
159,49,328.439,259.378,15.357,4.063,164.793
160,294,361.779,272.381,27.404,13.660,96.738
161,166,301.084,272.958,18.536,11.403,64.055
162,910,200.577,281.546,52.513,22.064,163.658
163,152,11.730,279.454,20.318,9.525,171.418
164,63,149.833,272.024,16.001,5.013,176.022
165,55,614.882,272.973,14.392,4.866,10.652
166,75,540.740,274.700,14.816,6.445,163.856
167,497,272.365,295.226,38.441,16.462,15.017
168,216,68.810,286.407,59.411,4.629,179.250
169,169,66.896,299.435,18.958,11.350,5.538
170,33,206.985,300.227,8.113,5.179,36.113
171,445,22.381,5.408,46.658,12.144,5.326
172,246,90.659,3.350,40.074,7.816,0.406
173,771,166.649,6.180,75.071,13.077,0.952
174,89,280.028,1.983,26.224,4.321,0.907
175,135,650.241,2.811,26.285,6.539,0.561
176,322,830.848,6.963,33.546,12.221,161.975
177,38725,860.608,195.081,296.279,166.418,58.794
178,18,689.278,7.556,11.523,1.989,179.113
179,62,858.597,26.968,10.528,7.498,134.718
180,411,745.729,202.882,23.960,21.841,162.876
181,106,3.660,221.670,18.667,7.230,102.134
182,57,285.518,211.605,10.410,6.971,75.169
183,142,46.859,223.169,15.410,11.733,143.985
184,21,520.595,226.357,10.228,2.614,7.682
185,40,726.600,232.150,11.085,4.594,11.156
186,183,78.407,238.019,27.547,8.459,8.549
187,114,445.781,246.912,18.814,7.715,110.125
188,2426,221.606,278.032,89.312,34.585,11.953
189,107,50.481,247.958,13.077,10.418,90.631
190,616,359.847,268.357,39.826,19.694,101.466
191,164,656.207,254.287,27.345,7.636,169.444
192,203,80.702,263.712,19.555,13.217,22.944
193,1150,40.424,283.531,65.867,22.230,165.814
194,108,109.620,264.065,16.378,8.396,0.486
195,112,149.893,268.571,13.977,10.203,89.218
196,31,609.758,268.952,12.938,3.051,94.100
197,249,315.018,270.504,23.673,13.393,150.064
198,191,628.353,271.699,21.783,11.164,0.154
199,90,540.089,274.944,12.658,9.053,158.188
200,175,295.060,277.431,25.587,8.708,26.092
201,71,94.303,276.852,11.122,8.128,2.723
202,731,272.845,294.835,55.728,16.701,175.322
203,99,342.924,298.995,14.684,8.585,154.789
204,56,726.000,302.786,24.692,2.888,0.000
205,291,18.356,3.933,40.091,9.242,1.916
206,179,91.327,2.846,33.577,6.788,179.759
207,369,151.191,5.812,33.898,13.860,176.755
208,207,192.877,7.051,18.123,14.543,27.655
209,46,280.783,1.000,25.699,2.279,179.236
210,18,426.111,0.778,12.551,1.826,177.959
211,115,654.274,2.022,30.797,4.754,1.694
212,159,833.865,7.865,16.059,12.606,155.337
213,33807,868.530,195.996,279.606,153.946,61.229
214,25,16.500,11.860,14.187,2.244,172.601
215,271,818.408,140.205,25.515,13.524,80.461
216,50,1.120,220.540,26.637,2.390,91.440
217,68,522.397,241.294,11.950,7.245,40.482
218,33,25.197,241.985,12.087,3.476,158.548
219,54,49.537,246.481,12.656,5.433,64.291
220,81,26.858,257.673,15.524,6.643,102.667
221,146,656.952,254.432,22.152,8.392,166.557
222,354,255.110,268.667,28.192,15.988,124.366
223,25,321.300,253.860,8.916,3.570,92.595
224,157,12.373,266.723,19.075,10.480,174.863
225,267,360.148,273.399,30.354,11.200,91.142
226,772,209.188,283.222,38.240,25.705,151.101
227,25,146.980,269.620,8.363,3.806,89.274
228,135,316.004,274.419,15.417,11.149,57.354
229,166,296.843,277.307,19.412,10.888,16.183
230,175,24.414,282.329,50.779,4.388,170.645
231,56,247.768,284.679,11.886,5.999,8.162
232,83,91.199,286.705,29.377,3.597,9.236
233,24,703.042,286.792,7.622,4.009,61.285
234,50,65.220,288.500,16.486,3.861,176.306
235,388,270.235,296.647,39.959,12.363,7.915
236,417,18.958,6.248,36.226,14.656,1.396
237,53,54.160,1.330,22.595,2.987,0.557
238,221,90.002,3.038,39.483,7.127,2.264
239,414,148.362,6.155,38.697,13.622,175.698
240,287,197.294,6.044,29.545,12.368,11.811
241,88,277.659,2.045,28.558,3.923,1.235
242,260,657.912,4.269,32.739,10.112,5.002
243,197,838.206,7.160,18.831,13.320,13.800
244,35997,865.267,196.530,291.052,157.473,59.817
245,408,818.429,142.412,27.086,19.179,1.401
246,491,772.078,204.781,29.436,21.238,133.305
247,225,748.491,213.144,20.496,13.977,129.340
248,79,2.930,220.082,17.631,5.705,97.481
249,28,49.107,218.321,10.764,3.312,176.074
250,68,445.397,248.015,20.282,4.269,101.871
251,81,524.130,240.821,15.281,6.749,168.413
252,251,23.480,257.831,28.600,11.174,61.596
253,85,360.547,248.359,14.633,7.396,125.587
254,59,58.500,250.178,14.817,5.070,31.938
255,347,318.215,272.961,24.913,17.735,84.509
256,130,655.754,254.000,24.230,6.831,176.636
257,459,361.646,272.984,30.321,19.274,123.023
258,2368,240.557,282.301,91.035,33.119,175.459
259,91,70.192,265.973,17.625,6.574,36.010
260,150,621.633,271.933,21.003,9.093,32.370
261,330,75.267,284.015,42.650,9.852,5.888
262,146,174.507,277.856,18.936,9.817,36.233
263,57,540.535,274.658,13.948,5.203,162.519
264,146,13.363,280.411,22.729,8.179,174.865
265,33,337.015,283.712,11.508,3.651,1.184
266,73,337.692,294.432,14.912,6.233,148.173
267,176,68.153,299.744,20.721,10.815,7.560
268,321,16.771,5.332,31.405,13.014,6.974
269,16,50.000,0.500,18.054,1.128,0.000
270,313,150.666,5.819,28.060,14.203,176.826
271,215,189.612,6.951,20.747,13.195,156.197
272,55,214.827,1.536,19.346,3.620,3.050
273,71,279.246,2.204,21.508,4.203,176.531
274,93,649.586,2.640,19.765,5.991,4.329
275,57,673.553,2.430,15.008,4.836,7.537
276,174,841.529,6.764,26.067,8.499,175.562
277,33262,870.137,195.926,280.265,151.109,61.664
278,34,882.029,106.618,11.995,3.609,88.875
279,250,817.552,141.880,20.464,15.554,113.132
280,228,834.583,164.197,21.531,13.483,79.425
281,238,770.508,203.143,22.991,13.180,122.340
282,107,750.537,209.379,16.073,8.476,160.909
283,23,112.891,241.283,8.329,3.516,72.111
284,90,523.800,242.167,15.335,7.472,6.113
285,1046,223.231,275.937,65.456,20.347,8.649
286,333,360.467,273.563,27.873,15.211,101.667
287,54,108.222,261.963,10.425,6.595,139.329
288,85,633.135,272.418,14.437,7.496,133.305
289,61,284.090,266.926,16.967,4.578,163.356
290,48,6.438,269.667,9.592,6.371,177.014
291,287,313.695,276.016,29.210,12.510,169.669
292,52,94.615,277.173,9.568,6.919,162.278
293,87,172.615,280.914,12.226,9.060,16.098
294,80,10.988,280.262,21.728,4.688,174.434
295,162,59.938,286.963,51.830,3.980,175.835
296,441,273.364,296.602,39.928,14.063,8.435
297,361,17.558,5.458,35.334,13.008,5.489
298,28,57.000,1.071,14.287,2.495,2.698
299,222,90.770,3.667,35.841,7.887,179.186
300,670,161.728,6.319,65.086,13.107,177.592
301,60,214.783,1.500,22.075,3.461,0.105
302,259,655.697,7.431,21.684,15.208,23.821
303,35230,865.399,196.991,284.435,157.703,58.988
304,61,858.484,9.041,11.877,6.539,142.526
305,320,819.525,143.494,25.552,15.946,153.020
306,151,745.334,202.487,18.794,10.230,107.454
307,49,1.255,219.010,21.835,2.857,89.842
308,16,36.562,218.438,7.476,2.725,17.556
309,64,749.672,227.234,20.045,4.065,6.401
310,103,57.189,248.859,16.337,8.027,28.714
311,144,253.583,262.924,15.662,11.707,5.160
312,378,358.418,271.725,28.757,16.736,111.942
313,660,254.517,284.167,40.744,20.625,128.852
314,250,310.896,273.644,29.148,10.920,3.157
315,176,173.665,277.705,20.884,10.730,38.463
316,699,206.848,286.356,41.933,21.224,147.487
317,60,282.000,276.200,11.709,6.524,109.920
318,46,541.043,274.848,8.652,6.770,131.036
319,113,628.580,273.146,31.125,4.623,2.055
320,297,42.120,284.278,70.155,5.390,171.935
321,21,296.119,282.548,17.669,1.513,1.204
322,58,344.483,287.810,15.266,4.837,174.806
323,21,242.786,294.500,8.302,3.221,102.775
324,187,286.233,293.618,23.723,10.036,13.634
325,440,19.816,5.775,40.087,13.975,7.342
326,221,93.568,3.034,40.058,7.024,178.400
327,513,147.178,6.373,42.696,15.298,178.662
328,242,189.868,7.583,19.566,15.748,134.912
329,83,278.608,2.187,21.707,4.868,0.996
330,391,654.613,6.497,31.786,15.662,3.681
331,39716,859.116,193.689,297.642,169.895,59.556
332,83,839.235,112.910,13.126,8.051,47.034
333,42,869.429,114.905,8.498,6.292,178.868
334,332,742.922,205.506,21.522,19.641,117.125
335,67,2.813,221.679,15.319,5.569,104.684
336,135,78.256,233.804,20.429,8.414,53.726
337,37,33.041,232.473,8.821,5.341,131.028
338,69,6.688,240.891,12.626,6.958,66.403
339,160,523.150,242.137,17.976,11.333,170.111
340,695,359.156,267.792,39.535,22.383,102.666
341,1219,41.480,278.543,61.633,25.183,162.892
342,57,108.254,245.482,13.694,5.300,3.641
343,54,446.056,251.167,13.628,5.045,99.330
344,3766,245.940,281.393,126.397,37.936,179.245
345,190,655.879,255.132,22.418,10.791,169.196
346,56,495.393,265.554,14.195,5.023,59.483
347,36,60.639,264.139,8.995,5.096,61.345
348,134,151.985,271.373,16.886,10.104,152.990
349,41,388.890,268.354,9.870,5.289,15.557
350,106,644.613,273.132,20.161,6.694,12.985
351,49,615.276,273.092,15.738,3.964,179.894
352,45,144.344,283.544,10.491,5.462,173.993
353,40,399.500,289.725,8.371,6.084,58.907
354,91,508.577,299.522,13.334,8.690,46.291
355,35,89.214,299.214,8.515,5.233,157.057
356,290,17.607,4.500,33.396,11.057,0.997
357,77,84.344,3.136,21.531,4.553,172.708
358,389,150.294,5.940,38.024,13.026,0.812
359,192,195.307,7.135,20.301,12.042,32.454
360,60,281.767,1.467,22.118,3.454,176.867
361,181,650.981,6.157,16.183,14.241,27.539
362,54,672.648,3.500,10.538,6.525,7.606
363,106,832.009,5.660,18.900,7.141,157.779
364,33082,870.199,196.553,278.810,151.076,61.859
365,263,817.211,142.329,19.850,16.870,92.976
366,219,769.879,202.824,18.657,14.945,111.488
367,139,747.550,204.730,15.093,11.726,58.164
368,33,705.530,228.894,8.958,4.690,8.672
369,67,525.396,240.470,13.013,6.556,157.584
370,59,445.686,246.551,18.179,4.132,106.961
371,344,360.451,269.009,34.715,12.617,99.780
372,33,48.924,252.015,6.694,6.277,131.462
373,132,655.841,253.705,25.076,6.702,173.322
374,402,256.060,268.147,28.988,17.657,128.494
375,198,10.111,270.899,16.980,14.847,37.355
376,21,344.452,258.976,7.042,3.797,110.711
377,200,298.395,275.430,22.832,11.153,51.678
378,769,201.103,282.902,46.343,21.128,165.346
379,137,52.573,286.704,38.327,4.551,172.604
380,74,90.500,286.676,27.679,3.404,6.594
381,383,272.779,297.829,39.998,12.192,11.796
382,32,736.281,293.406,7.142,5.705,35.663
383,383,17.148,5.816,35.331,13.802,6.174
384,237,87.331,2.458,50.134,6.019,179.312
385,439,147.222,5.987,41.390,13.505,178.306
386,276,192.043,6.478,23.409,15.012,1.017
387,90,280.956,2.100,26.706,4.291,178.479
388,307,658.213,6.520,27.768,14.077,13.042
389,37244,863.143,194.184,290.674,163.140,60.394
390,26,31.077,13.115,6.858,4.827,175.323
391,367,817.037,140.857,25.978,17.988,29.934
392,55,809.355,159.864,12.120,5.778,157.900
393,19,753.711,186.395,10.969,2.206,170.882
394,54,1.259,217.685,23.166,2.968,89.606
395,15,744.300,216.233,7.884,2.423,22.804
396,105,90.490,233.567,14.097,9.484,25.469
397,36,20.389,237.028,10.472,4.377,128.014
398,54,111.630,240.370,15.741,4.368,123.623
399,104,521.038,242.394,17.760,7.456,20.718
400,40,80.800,249.300,11.433,4.455,150.160
401,521,360.024,267.588,37.824,17.538,101.178
402,146,654.973,253.548,25.232,7.367,172.713
403,2032,241.036,282.293,71.480,36.195,173.876
404,455,311.909,275.693,30.049,19.279,3.062
405,437,16.434,270.077,33.189,16.765,45.770
406,192,82.188,261.250,24.626,9.927,15.556
407,17,290.088,260.971,10.459,2.070,103.235
408,54,133.593,274.241,13.136,5.234,109.057
409,16,381.062,265.188,5.932,3.434,152.863
410,384,183.865,277.448,33.330,14.669,8.699
411,94,539.553,274.074,17.376,6.888,166.735
412,106,615.566,273.660,22.722,5.940,1.024
413,29,677.259,277.190,7.125,5.182,105.005
414,262,67.710,286.511,57.657,5.786,177.865
415,75,733.927,294.500,11.498,8.305,67.489
416,65,510.192,297.823,13.480,6.139,87.078
417,188,65.840,299.894,25.899,9.243,9.684
418,50,340.100,298.100,8.667,7.346,16.603
419,54,189.944,302.796,15.397,4.466,8.770
420,30,305.733,301.933,8.716,4.383,137.139
421,354,16.390,5.500,34.075,13.227,7.751
422,151,79.838,2.692,38.778,4.958,173.527
423,359,150.035,5.996,33.324,13.717,173.911
424,192,189.198,6.823,18.854,12.966,146.769
425,38,276.289,1.158,17.747,2.726,3.064
426,20,425.850,0.900,11.898,2.140,178.808
427,107,653.154,2.790,21.852,6.235,177.565
428,33533,868.084,197.851,280.623,152.145,60.494
429,25,897.260,73.260,11.796,2.699,100.118
430,128,889.891,89.914,16.432,9.918,52.343
431,231,834.513,163.193,21.844,13.464,88.879
432,48,780.396,177.604,8.516,7.176,89.348
433,208,766.942,202.212,17.085,15.501,144.284
434,117,749.098,207.526,13.581,10.969,125.650
435,96,789.740,212.490,13.490,9.061,87.909
436,104,522.962,242.750,17.024,7.778,4.814
437,15,698.700,247.500,6.404,2.982,118.276
438,391,255.628,268.321,29.046,17.140,140.548
439,127,654.988,253.854,25.581,6.321,176.743
440,324,360.611,273.448,28.202,14.628,105.703
441,35,5.014,264.014,8.249,5.402,155.319
442,273,308.438,272.482,25.475,13.645,4.503
443,858,212.083,282.358,38.647,28.267,0.320
444,155,176.919,276.203,22.375,8.820,32.040
445,46,543.304,277.130,11.201,5.229,179.724
446,39,327.808,285.449,13.450,3.692,33.160
447,60,40.917,285.083,21.253,3.595,170.908
448,109,69.931,288.399,30.818,4.503,175.751
449,416,272.644,296.642,37.821,14.005,9.591
450,150,68.393,299.333,19.657,9.716,18.424
451,364,16.962,5.643,34.579,13.403,7.561
452,290,85.893,3.014,50.007,7.384,179.452
453,716,162.087,6.542,66.519,13.705,178.437
454,20,224.750,2.750,6.429,3.961,124.467
455,94,279.436,1.872,28.416,4.212,179.815
456,19,425.711,0.763,13.552,1.785,177.949
457,156,648.455,10.333,25.761,7.710,123.770
458,156,664.628,2.763,30.074,6.605,2.993
459,291,830.905,6.885,29.064,12.748,162.659
460,36561,864.450,195.123,289.602,160.741,60.234
461,50,857.080,23.700,13.163,4.837,88.626
462,214,818.734,141.379,18.488,14.738,73.059
463,40,786.750,172.525,13.766,3.700,99.680
464,45,768.789,173.878,11.994,4.777,34.757
465,113,733.013,209.969,20.121,7.151,88.262
466,111,754.050,209.977,15.698,9.003,144.521
467,51,1.343,223.010,22.058,2.944,92.361
468,19,97.868,232.711,7.128,3.394,48.160
469,43,112.686,239.128,10.497,5.216,165.796
470,546,358.015,268.022,34.604,20.090,113.937
471,56,52.161,251.000,12.511,5.699,3.759
472,144,653.771,253.521,27.450,6.679,173.447
473,60,105.967,259.517,14.653,5.214,138.723
474,76,74.789,262.987,15.778,6.133,63.324
475,179,23.243,263.142,22.344,10.200,32.176
476,623,253.258,271.028,38.675,20.510,159.750
477,1001,211.083,283.680,42.095,30.277,160.604
478,62,283.984,267.145,12.700,6.216,171.757
479,41,628.134,269.939,13.543,3.855,62.248
480,73,613.637,272.349,13.996,6.641,16.513
481,1009,284.880,287.719,61.366,20.935,20.779
482,63,540.024,273.770,10.469,7.662,102.987
483,199,95.917,281.193,20.507,12.355,30.793
484,105,170.519,278.119,16.333,8.185,43.874
485,19,125.447,274.079,11.475,2.108,3.871
486,139,13.716,280.234,22.580,7.838,1.473
487,134,51.276,286.993,32.839,5.195,171.933
488,212,69.108,298.854,20.854,12.944,19.728
489,68,508.647,298.809,9.909,8.738,63.840
490,16,17.500,300.375,8.867,2.298,106.968
491,25,6.700,302.580,7.512,4.237,12.923
492,24,301.542,301.792,9.012,3.391,175.485
493,30,190.100,303.433,11.584,3.297,1.371
494,502,21.697,5.751,49.568,12.895,6.618
495,243,90.541,2.920,44.690,6.923,0.418
496,507,148.865,6.222,44.222,14.598,0.313
497,290,199.700,6.276,32.466,11.373,12.766
498,24,426.333,1.208,11.010,2.775,173.203
499,401,658.203,7.305,31.828,16.042,11.324
500,338,827.760,6.654,31.785,13.539,165.730
501,39956,857.766,195.580,297.830,170.814,57.024
502,73,839.760,114.021,11.932,7.789,33.208
503,70,791.314,169.257,12.903,6.907,61.021
504,189,8.034,217.526,18.124,13.278,76.715
505,73,49.568,223.911,10.227,9.088,91.644
506,68,70.588,239.162,14.832,5.837,131.142
507,150,521.827,240.967,16.379,11.661,6.874
508,91,444.808,244.852,17.248,6.718,112.737
509,47,8.394,241.989,10.314,5.802,172.363
510,1197,38.198,278.762,60.754,25.086,156.782
511,543,361.975,268.137,34.471,20.056,103.372
512,50,249.520,249.820,9.649,6.598,52.911
513,164,656.061,253.756,25.248,8.270,171.009
514,20,676.850,251.150,10.269,2.480,10.089
515,186,101.355,268.634,23.700,9.993,61.254
516,44,236.795,255.455,8.993,6.229,64.635
517,181,138.870,276.627,19.875,11.595,129.771
518,2842,230.117,282.096,99.098,36.515,176.290
519,82,495.085,268.073,17.557,5.947,67.340
520,149,79.493,264.983,17.691,10.724,0.610
521,452,304.900,273.604,32.565,17.672,13.174
522,34,35.176,274.618,8.742,4.952,124.965
523,101,542.817,273.797,17.402,7.390,165.130
524,194,626.737,273.423,38.512,6.414,0.589
525,96,326.583,283.010,12.197,10.021,41.705
526,87,306.983,291.098,13.879,7.981,46.017
527,35,341.786,284.243,17.764,2.509,6.511
528,46,639.065,300.130,9.272,6.317,119.747
529,71,729.035,303.077,23.279,3.883,2.262
530,30,180.467,303.433,14.245,2.681,0.572
531,68,297.176,303.912,35.550,2.435,179.267
532,335,18.604,4.551,39.279,10.859,1.971
533,146,97.062,2.979,30.004,6.196,4.251
534,394,153.520,5.701,35.957,13.951,1.882
535,194,194.057,7.577,19.709,12.533,42.258
536,60,277.767,1.567,22.762,3.356,177.821
537,145,657.390,2.024,41.082,4.494,1.643
538,25,808.860,1.460,10.439,3.049,171.856
539,121,833.508,7.128,14.128,10.905,144.247
540,33705,869.539,195.427,281.507,152.446,62.062
541,299,816.861,140.671,22.657,16.803,76.589
542,203,769.874,203.204,18.187,14.212,110.465
543,176,744.312,206.545,16.726,13.398,2.698
544,70,2.900,222.929,15.923,5.598,105.439
545,55,34.664,223.555,13.411,5.222,162.401
546,63,770.897,239.976,15.857,5.059,44.590
547,16,722.000,234.500,18.054,1.128,0.000
548,25,708.500,239.380,8.076,3.941,31.805
549,349,358.572,268.448,35.389,12.556,94.866
550,1338,225.643,276.984,67.903,25.089,13.471
551,146,301.473,273.527,16.614,11.189,83.760
552,31,617.048,272.952,11.835,3.335,14.556
553,185,173.781,277.814,20.952,11.242,25.608
554,38,536.763,273.184,9.012,5.369,175.971
555,139,7.903,281.500,16.618,10.650,16.421
556,45,736.100,282.744,8.202,6.986,38.415
557,140,52.579,286.714,43.361,4.111,172.279
558,457,271.084,295.563,39.465,14.744,10.069
559,96,91.469,287.010,25.351,4.821,9.244
560,175,69.717,300.374,21.637,10.298,8.871
561,342,17.056,5.389,33.917,12.839,6.643
562,91,84.126,2.687,22.761,5.091,174.711
563,404,149.884,5.894,39.301,13.088,1.310
564,58,280.017,1.569,21.192,3.485,177.272
565,156,656.500,2.141,39.447,5.035,0.776
566,139,833.558,5.536,23.370,7.573,166.827
567,33683,868.685,196.455,279.988,153.172,61.126
568,58,651.672,16.310,11.363,6.499,96.018
569,256,816.355,141.676,19.084,17.079,111.125
570,130,832.431,162.754,19.894,8.320,96.703
571,122,750.877,209.213,15.087,10.296,158.395
572,38,1.053,222.395,20.214,2.394,91.682
573,220,19.836,264.314,27.298,10.261,27.990
574,141,655.365,254.805,22.222,8.079,1.082
575,349,255.941,269.463,27.033,16.438,140.806
576,270,359.867,266.789,23.205,14.815,110.580
577,105,206.148,272.976,18.808,7.108,87.068
578,154,318.071,273.253,15.424,12.713,147.913
579,429,217.374,283.717,33.018,16.543,39.141
