 ,Area,XM,YM,Major,Minor,Angle
1818,4,401.000,273.000,2.257,2.257,0.000
1819,10,763.000,277.500,5.642,2.257,90.000
1820,938,73.772,71.022,111.044,10.755,97.057
1821,4,401.000,273.000,2.257,2.257,0.000
1822,10,763.000,277.500,5.642,2.257,90.000
1823,946,73.018,62.845,110.804,10.870,92.929
1824,2,9.500,26.000,2.257,1.128,90.000
1825,4,401.000,273.000,2.257,2.257,0.000
1826,11,762.955,277.227,6.327,2.214,93.058
1827,1,260.500,281.500,1.128,1.128,0.000
1828,935,73.011,55.749,111.000,10.725,88.888
1829,5,401.300,272.900,3.144,2.025,18.435
1830,11,762.955,277.227,6.327,2.214,93.058
1831,1,260.500,281.500,1.128,1.128,0.000
1832,942,73.254,48.652,110.320,10.872,84.643
1833,4,401.000,273.000,2.257,2.257,0.000
1834,11,762.955,277.227,6.327,2.214,93.058
1835,904,73.398,45.959,105.795,10.880,80.439
1836,4,401.000,273.000,2.257,2.257,0.000
1837,10,763.000,277.500,5.642,2.257,90.000
1838,861,73.159,43.826,102.135,10.733,76.403
1839,4,401.000,273.000,2.257,2.257,0.000
1840,10,763.000,277.500,5.642,2.257,90.000
1841,844,72.515,42.557,100.011,10.745,72.578
1842,1,9.500,26.500,1.128,1.128,0.000
1843,1,172.500,144.500,1.128,1.128,0.000
1844,5,401.300,272.900,3.144,2.025,18.435
1845,11,762.955,277.227,6.327,2.214,93.058
1846,827,71.507,41.501,99.536,10.579,69.300
1847,3,401.500,272.833,3.213,1.189,28.155
1848,10,763.000,277.500,5.642,2.257,90.000
1849,850,69.878,41.355,101.160,10.698,66.849
1850,5,401.300,272.900,3.144,2.025,18.435
1851,10,763.000,277.500,5.642,2.257,90.000
1852,881,67.982,41.590,103.658,10.821,65.376
1853,5,401.300,272.900,3.144,2.025,18.435
1854,12,762.833,277.083,6.187,2.469,97.804
1855,1,260.500,282.500,1.128,1.128,0.000
1856,912,65.446,43.020,107.671,10.785,65.048
1857,3,400.833,272.833,2.365,1.615,45.000
1858,11,762.955,277.227,6.327,2.214,93.058
1859,946,62.175,46.235,110.574,10.893,65.834
1860,3,400.833,272.833,2.365,1.615,45.000
1861,10,763.000,277.500,5.642,2.257,90.000
1862,1,260.500,281.500,1.128,1.128,0.000
1863,947,58.329,51.707,110.595,10.902,67.450
1864,5,401.300,272.900,3.144,2.025,18.435
1865,11,762.955,277.227,6.327,2.214,93.058
1866,965,54.310,58.667,111.172,11.052,69.992
1867,4,401.250,272.750,3.192,1.596,18.435
1868,11,762.955,277.227,6.327,2.214,93.058
1869,952,50.859,66.086,110.943,10.926,72.993
1870,1,53.500,72.500,1.128,1.128,0.000
1871,5,401.300,272.900,3.144,2.025,18.435
1872,11,762.955,277.227,6.327,2.214,93.058
1873,951,48.121,73.855,110.706,10.938,76.589
1874,5,401.300,272.900,3.144,2.025,18.435
1875,11,762.955,277.227,6.327,2.214,93.058
1876,962,46.188,81.576,110.803,11.054,80.568
1877,5,401.300,272.900,3.144,2.025,18.435
1878,10,763.000,277.500,5.642,2.257,90.000
1879,963,44.927,89.827,110.565,11.090,84.538
1880,1,48.500,104.500,1.128,1.128,0.000
1881,5,401.300,272.900,3.144,2.025,18.435
1882,11,762.955,277.227,6.327,2.214,93.058
1883,980,44.413,96.828,110.333,11.309,88.541
1884,8,48.500,112.000,9.027,1.128,90.000
1885,5,401.300,272.900,3.144,2.025,18.435
1886,11,762.955,277.227,6.327,2.214,93.058
1887,1,9.500,26.500,1.128,1.128,0.000
1888,957,44.490,103.870,110.683,11.009,92.726
1889,3,49.500,115.500,3.385,1.128,90.000
1890,5,401.300,272.900,3.144,2.025,18.435
1891,11,762.955,277.227,6.327,2.214,93.058
1892,957,44.984,109.620,110.401,11.037,96.994
1893,2,50.500,114.000,2.257,1.128,90.000
1894,4,50.500,119.000,4.514,1.128,90.000
1895,5,401.300,272.900,3.144,2.025,18.435
1896,11,762.955,277.227,6.327,2.214,93.058
1897,960,45.505,113.911,110.757,11.036,101.144
1898,2,52.500,126.000,2.257,1.128,90.000
1899,4,401.000,273.000,2.257,2.257,0.000
1900,11,762.955,277.227,6.327,2.214,93.058
1901,949,45.708,116.771,110.440,10.941,105.185
1902,5,401.300,272.900,3.144,2.025,18.435
1903,11,762.955,277.227,6.327,2.214,93.058
1904,961,45.363,118.190,110.517,11.071,108.893
1905,5,401.300,272.900,3.144,2.025,18.435
1906,11,762.955,277.227,6.327,2.214,93.058
1907,946,44.240,118.164,109.936,10.956,112.126
1908,5,401.300,272.900,3.144,2.025,18.435
1909,11,762.955,277.227,6.327,2.214,93.058
1910,1,260.500,282.500,1.128,1.128,0.000
