 ,Area,Mean,Min,Max,XM,YM,Major,Minor,Angle
1,384,255,255,255,634.099,81.891,95.509,5.119,89.889
2,363,255,255,255,632.070,82.726,96.307,4.799,90.172
3,378,255,255,255,630.177,83.622,96.017,5.013,90.410
4,377,255,255,255,628.227,84.336,96.662,4.966,90.454
5,388,255,255,255,626.358,84.106,95.641,5.165,90.568
6,396,255,255,255,624.520,82.846,94.830,5.317,90.625
7,412,255,255,255,622.762,82.512,95.697,5.482,90.824
8,409,255,255,255,620.972,82.502,96.328,5.406,91.055
9,393,255,255,255,619.388,84.225,95.993,5.213,91.281
10,395,255,255,255,617.665,84.508,95.700,5.255,91.317
11,407,255,255,255,615.940,83.296,95.676,5.416,91.324
12,420,255,255,255,614.195,83.076,96.328,5.551,91.569
13,402,255,255,255,612.495,83.706,96.466,5.306,91.702
14,383,255,255,255,610.826,84.184,95.272,5.119,91.662
15,407,255,255,255,609.158,83.866,95.530,5.425,91.956
16,403,255,255,255,607.428,83.192,96.192,5.334,92.029
17,390,255,255,255,605.746,82.856,95.496,5.200,91.985
18,404,255,255,255,604.129,83.671,94.713,5.431,91.992
19,412,255,255,255,602.347,83.063,95.667,5.483,92.019
20,402,255,255,255,600.587,82.530,96.354,5.312,91.858
21,404,255,255,255,599.059,83.275,94.887,5.421,91.944
22,410,255,255,255,597.254,82.451,95.870,5.445,91.907
23,404,255,255,255,595.500,81.790,96.074,5.354,91.904
24,386,255,255,255,593.917,82.179,94.981,5.174,91.840
25,413,255,255,255,592.219,81.527,96.238,5.464,91.808
26,400,255,255,255,590.558,81.642,96.012,5.305,91.711
27,397,255,255,255,588.898,81.283,94.956,5.323,91.494
28,415,255,255,255,587.213,80.266,96.098,5.498,91.524
29,383,255,255,255,585.584,81.375,96.374,5.060,91.225
30,409,255,255,255,583.881,79.984,96.246,5.411,91.094
31,411,255,255,255,582.152,79.580,95.879,5.458,91.046
32,389,255,255,255,580.521,80.333,95.343,5.195,90.986
33,413,255,255,255,578.931,79.144,96.786,5.433,90.921
34,394,255,255,255,577.348,80.827,95.623,5.246,90.520
35,414,255,255,255,575.635,77.551,95.533,5.518,90.337
36,369,255,255,255,574.129,79.318,96.254,4.881,90.236
37,426,255,255,255,572.521,78.573,97.151,5.583,89.883
38,410,255,255,255,570.671,79.466,95.532,5.464,89.651
39,376,255,255,255,569.231,76.489,96.521,4.960,89.533
40,409,255,255,255,567.571,78.789,95.403,5.458,89.572
41,397,255,255,255,565.976,77.820,96.747,5.225,89.134
42,399,255,255,255,564.405,77.786,95.558,5.316,89.061
43,419,255,255,255,562.774,77.607,95.939,5.561,89.079
44,404,255,255,255,561.240,78.304,96.010,5.358,88.714
45,419,255,255,255,559.576,77.483,95.995,5.557,88.472
46,403,255,255,255,557.937,78.458,95.700,5.362,88.288
47,410,255,255,255,556.356,77.068,95.916,5.443,88.297
48,423,255,255,255,554.682,77.606,96.023,5.609,88.186
49,417,255,255,255,553.159,77.783,95.756,5.545,88.156
50,411,255,255,255,551.495,77.763,96.088,5.446,88.211
51,410,255,255,255,549.920,78.298,95.902,5.443,88.154
52,412,255,255,255,548.328,78.194,95.868,5.472,88.190
53,407,255,255,255,546.716,78.483,95.997,5.398,88.067
