 ,Area,Mean,Min,Max,XM,YM,Major,Minor,Angle
1,349,255,255,255,617.529,90.423,81.795,5.433,90.009
2,333,255,255,255,615.845,90.599,80.786,5.248,89.637
3,334,255,255,255,614.153,89.650,80.031,5.314,89.609
4,347,255,255,255,612.419,90.171,81.259,5.437,89.939
5,345,255,255,255,610.488,90.086,81.012,5.422,89.913
6,345,255,255,255,608.665,90.549,80.791,5.437,89.806
7,345,255,255,255,606.955,89.984,79.574,5.520,89.438
8,337,255,255,255,605.165,89.286,80.257,5.346,89.521
9,343,255,255,255,603.448,89.937,80.835,5.403,89.735
10,340,255,255,255,601.535,89.853,80.759,5.360,89.630
11,338,255,255,255,599.820,90.166,80.446,5.350,89.170
12,347,255,255,255,598.082,89.586,79.989,5.523,89.152
13,333,255,255,255,596.299,89.212,80.671,5.256,89.343
14,339,255,255,255,594.518,89.872,80.804,5.342,89.601
15,334,255,255,255,592.683,90.386,80.652,5.273,89.244
16,345,255,255,255,590.894,89.741,80.018,5.490,89.011
17,348,255,255,255,589.092,90.052,80.412,5.510,88.889
18,338,255,255,255,587.293,89.509,80.008,5.379,89.075
19,329,255,255,255,585.634,90.518,80.527,5.202,89.143
20,343,255,255,255,583.894,89.975,80.555,5.421,88.843
21,350,255,255,255,582.100,90.089,80.899,5.509,88.818
22,334,255,255,255,580.284,89.979,79.990,5.316,88.857
23,332,255,255,255,578.642,90.307,80.326,5.263,88.999
24,343,255,255,255,576.850,89.981,80.596,5.419,88.781
25,350,255,255,255,575.000,89.917,80.597,5.529,88.656
26,350,255,255,255,573.157,90.229,81.154,5.491,88.720
27,317,255,255,255,571.484,90.491,80.722,5.000,88.851
28,342,255,255,255,569.889,90.216,80.845,5.386,88.636
29,344,255,255,255,568.067,90.372,80.368,5.450,88.588
30,324,255,255,255,566.380,90.830,80.646,5.115,88.713
31,337,255,255,255,564.782,90.918,80.813,5.310,88.857
32,347,255,255,255,562.964,90.768,80.179,5.510,88.681
33,347,255,255,255,561.097,90.768,81.246,5.438,88.661
34,327,255,255,255,559.372,91.093,80.419,5.177,88.723
35,336,255,255,255,557.783,91.167,80.739,5.299,88.851
36,349,255,255,255,556.010,91.231,80.413,5.526,88.686
37,342,255,255,255,554.205,91.860,79.680,5.465,88.730
38,330,255,255,255,552.752,91.752,80.625,5.211,88.925
39,348,255,255,255,551.109,91.264,80.928,5.475,88.781
40,325,255,255,255,549.515,91.817,80.765,5.124,89.020
41,341,255,255,255,547.875,91.512,80.649,5.383,88.911
42,347,255,255,255,546.097,91.978,80.940,5.459,88.785
43,323,255,255,255,544.466,92.314,81.043,5.075,88.818
44,343,255,255,255,542.888,92.022,81.122,5.384,88.781
45,349,255,255,255,541.139,92.064,81.158,5.475,88.753
46,313,255,255,255,539.570,92.698,81.082,4.915,88.793
47,341,255,255,255,538.072,92.136,80.738,5.378,88.637
48,317,255,255,255,536.573,93.263,81.535,4.950,88.743
49,346,255,255,255,534.997,92.118,81.873,5.381,88.550
50,344,255,255,255,533.328,92.221,81.935,5.346,88.829
51,321,255,255,255,531.693,93.207,81.626,5.007,88.882
52,345,255,255,255,530.120,92.604,81.897,5.364,88.692
53,343,255,255,255,528.477,92.742,81.436,5.363,89.123
54,323,255,255,255,526.868,93.395,80.954,5.080,88.855
55,341,255,255,255,525.318,92.688,81.524,5.326,88.924
56,321,255,255,255,523.696,94.379,81.763,4.999,88.959
57,332,255,255,255,522.193,92.904,81.800,5.168,88.861
58,344,255,255,255,520.483,93.084,81.612,5.367,89.361
59,322,255,255,255,518.727,94.621,82.047,4.997,89.171
60,339,255,255,255,517.249,93.698,81.381,5.304,89.040
61,322,255,255,255,515.658,95.143,81.869,5.008,89.164
62,344,255,255,255,513.983,94.520,81.445,5.378,88.947
63,346,255,255,255,512.387,94.517,81.504,5.405,89.252
64,320,255,255,255,510.712,95.444,81.433,5.003,89.222
65,345,255,255,255,509.236,94.471,81.989,5.358,88.976
66,325,255,255,255,507.672,95.792,82.734,5.002,89.122
67,342,255,255,255,506.041,95.096,81.504,5.343,88.876
68,342,255,255,255,504.374,94.810,81.178,5.364,89.166
69,320,255,255,255,502.697,96.266,81.635,4.991,89.191
70,349,255,255,255,501.145,95.569,81.341,5.463,88.905
71,324,255,255,255,499.620,96.435,81.454,5.065,89.184
72,348,255,255,255,497.957,96.057,80.851,5.480,88.995
73,336,255,255,255,496.354,95.458,81.139,5.273,89.196
74,319,255,255,255,494.719,97.155,81.529,4.982,89.201
75,336,255,255,255,493.342,95.762,81.582,5.244,89.140
76,318,255,255,255,491.730,97.135,81.406,4.974,89.203
77,337,255,255,255,490.248,96.117,82.075,5.228,89.073
78,340,255,255,255,488.574,96.768,81.874,5.287,89.412
79,320,255,255,255,487.025,96.650,82.185,4.958,89.228
80,347,255,255,255,485.468,96.598,81.887,5.395,89.597
81,319,255,255,255,483.766,98.049,82.109,4.947,89.420
82,336,255,255,255,482.366,96.449,81.465,5.251,89.586
83,330,255,255,255,480.682,97.636,81.649,5.146,89.595
84,328,255,255,255,479.284,96.814,81.623,5.116,89.542
85,348,255,255,255,477.534,97.408,81.591,5.431,89.726
86,305,255,255,255,475.943,98.238,82.530,4.705,89.624
87,348,255,255,255,474.454,97.612,81.996,5.404,89.857
88,325,255,255,255,472.740,98.823,82.187,5.035,89.587
89,343,255,255,255,471.407,97.421,81.432,5.363,89.794
90,339,255,255,255,469.600,98.338,81.370,5.305,89.792
91,309,255,255,255,468.070,98.031,81.997,4.798,89.737
92,350,255,255,255,466.500,97.629,82.224,5.420,89.784
93,319,255,255,255,464.926,98.961,82.251,4.938,89.513
94,349,255,255,255,463.491,98.116,81.904,5.425,89.667
95,324,255,255,255,461.796,99.157,82.406,5.006,89.432
96,335,255,255,255,460.330,97.757,80.971,5.268,89.476
97,320,255,255,255,458.691,99.459,81.297,5.012,89.324
98,345,255,255,255,457.135,98.578,81.342,5.400,89.145
99,339,255,255,255,455.541,98.659,80.967,5.331,89.545
100,335,255,255,255,453.918,99.136,81.668,5.223,89.218
101,345,255,255,255,452.462,98.286,82.237,5.341,89.501
102,332,255,255,255,450.883,99.277,81.581,5.182,89.079
103,344,255,255,255,449.360,98.517,81.895,5.348,89.123
104,322,255,255,255,447.748,99.702,81.508,5.030,89.090
105,348,255,255,255,446.195,99.049,81.663,5.426,88.889
106,322,255,255,255,444.674,100.273,82.074,4.995,89.148
107,348,255,255,255,443.103,99.155,81.761,5.419,88.817
108,323,255,255,255,441.553,99.893,82.219,5.002,88.972
109,342,255,255,255,439.971,99.664,80.813,5.388,88.787
110,330,255,255,255,438.400,99.855,80.716,5.206,88.968
111,341,255,255,255,436.919,99.896,80.627,5.385,88.754
112,334,255,255,255,435.365,100.108,81.810,5.198,88.776
113,342,255,255,255,433.860,100.465,81.971,5.312,88.683
114,351,255,255,255,432.209,100.127,82.059,5.446,88.736
115,331,255,255,255,430.736,100.850,82.553,5.105,88.805
116,351,255,255,255,429.147,100.577,81.829,5.462,88.743
117,321,255,255,255,427.656,101.435,82.441,4.958,88.967
118,349,255,255,255,426.073,100.615,81.477,5.454,88.655
119,322,255,255,255,424.500,101.199,81.466,5.033,88.873
120,347,255,255,255,423.050,101.053,81.252,5.438,88.653
121,329,255,255,255,421.467,101.743,81.725,5.126,88.743
122,347,255,255,255,419.941,101.356,81.332,5.432,88.607
123,352,255,255,255,418.264,101.724,81.976,5.467,88.860
124,339,255,255,255,416.819,102.114,81.860,5.273,88.772
125,351,255,255,255,415.189,102.038,81.576,5.478,88.780
126,328,255,255,255,413.720,102.905,81.945,5.096,88.997
127,353,255,255,255,412.126,102.288,81.842,5.492,88.872
128,319,255,255,255,410.638,103.346,81.307,4.995,89.089
129,352,255,255,255,409.134,102.602,82.238,5.450,88.893
130,323,255,255,255,407.670,103.800,82.030,5.014,89.119
131,345,255,255,255,406.114,103.022,81.116,5.415,88.850
132,339,255,255,255,404.565,103.488,81.916,5.269,89.311
133,345,255,255,255,403.062,103.642,82.057,5.353,89.017
134,346,255,255,255,401.517,103.425,82.448,5.343,89.480
135,338,255,255,255,399.967,103.988,81.887,5.255,89.178
136,345,255,255,255,398.468,103.599,81.267,5.405,89.620
137,325,255,255,255,396.848,104.826,81.664,5.067,89.437
138,347,255,255,255,395.460,103.803,81.919,5.393,89.665
139,322,255,255,255,393.798,105.186,82.089,4.994,89.474
140,346,255,255,255,392.425,103.945,81.907,5.379,89.725
141,326,255,255,255,390.709,105.313,81.540,5.090,89.590
142,344,255,255,255,389.308,104.349,81.504,5.374,89.572
143,337,255,255,255,387.669,105.402,82.158,5.223,89.757
144,341,255,255,255,386.201,104.456,80.976,5.362,89.505
145,351,255,255,255,384.543,105.007,82.305,5.430,89.906
146,341,255,255,255,383.060,105.022,81.249,5.344,89.463
147,351,255,255,255,381.511,104.916,82.347,5.427,89.905
148,335,255,255,255,380.034,105.413,81.491,5.234,89.443
149,350,255,255,255,378.500,104.829,81.935,5.439,89.832
150,339,255,255,255,376.975,105.683,81.845,5.274,89.430
151,351,255,255,255,375.489,105.124,82.276,5.432,89.834
152,334,255,255,255,373.901,106.225,80.954,5.253,89.470
