 ,Area,Mean,Min,Max,XM,YM,Major,Minor,Angle
213,292,255,255,255,251.514,64.452,72.376,5.137,90.366
214,292,255,255,255,249.777,64.243,71.635,5.190,90.421
215,271,255,255,255,248.297,64.714,71.571,4.821,90.375
216,296,255,255,255,246.551,64.581,72.555,5.194,90.433
217,282,255,255,255,244.887,64.110,71.683,5.009,90.310
218,288,255,255,255,243.420,64.125,72.441,5.062,90.268
219,299,255,255,255,241.620,64.135,72.081,5.282,90.451
220,271,255,255,255,239.961,63.991,71.222,4.845,90.338
221,291,255,255,255,238.469,63.960,72.138,5.136,90.274
222,300,255,255,255,236.690,63.440,72.353,5.279,90.501
223,260,255,255,255,235.158,63.815,72.777,4.549,90.375
224,292,255,255,255,233.514,63.887,72.050,5.160,90.346
225,298,255,255,255,231.742,63.329,71.934,5.275,90.442
226,260,255,255,255,230.204,63.488,72.513,4.565,90.291
227,296,255,255,255,228.568,63.459,71.991,5.235,90.400
228,279,255,255,255,226.876,63.274,71.487,4.969,90.337
229,286,255,255,255,225.420,63.133,72.286,5.038,90.216
230,296,255,255,255,223.605,63.375,71.632,5.261,90.391
231,265,255,255,255,222.021,63.292,72.117,4.679,90.272
232,290,255,255,255,220.466,63.138,72.135,5.119,90.232
233,297,255,255,255,218.689,62.914,71.975,5.254,90.412
234,256,255,255,255,217.133,63.043,73.013,4.464,90.239
235,292,255,255,255,215.507,62.870,71.960,5.167,90.307
236,287,255,255,255,213.803,62.988,71.621,5.102,90.273
237,266,255,255,255,212.267,62.865,72.007,4.703,90.259
238,292,255,255,255,210.558,62.959,71.822,5.177,90.268
239,273,255,255,255,208.947,62.951,72.050,4.824,90.187
240,289,255,255,255,207.420,62.517,72.681,5.063,90.133
241,297,255,255,255,205.648,62.362,71.664,5.277,90.319
242,262,255,255,255,204.092,62.630,72.099,4.627,90.175
243,291,255,255,255,202.486,62.572,72.099,5.139,90.211
244,295,255,255,255,200.707,62.124,71.412,5.260,90.347
245,261,255,255,255,199.182,62.216,72.413,4.589,90.181
246,296,255,255,255,197.534,62.554,72.984,5.164,90.276
247,280,255,255,255,195.854,62.296,70.892,5.029,90.149
248,284,255,255,255,194.415,61.958,71.899,5.029,90.134
249,298,255,255,255,192.621,62.315,71.920,5.276,90.207
250,265,255,255,255,191.040,62.274,72.425,4.659,90.185
251,285,255,255,255,189.433,61.732,71.607,5.068,90.113
252,299,255,255,255,187.674,61.677,71.780,5.304,90.257
253,255,255,255,255,186.116,62.092,72.373,4.486,90.109
254,293,255,255,255,184.510,62.213,72.241,5.164,90.286
255,286,255,255,255,182.790,61.755,71.182,5.116,90.260
256,269,255,255,255,181.281,61.894,72.526,4.722,90.237
257,293,255,255,255,179.582,61.852,71.221,5.238,90.286
258,273,255,255,255,177.929,62.057,71.598,4.855,90.183
259,285,255,255,255,176.430,61.328,71.574,5.070,90.183
260,297,255,255,255,174.668,61.658,71.706,5.274,90.486
261,259,255,255,255,173.095,61.697,72.194,4.568,90.268
262,292,255,255,255,171.500,61.661,72.241,5.146,90.277
263,298,255,255,255,169.718,61.326,71.845,5.281,90.446
264,258,255,255,255,168.186,61.694,72.126,4.554,90.297
265,292,255,255,255,166.531,61.527,72.192,5.150,90.365
266,285,255,255,255,164.833,61.170,71.654,5.064,90.369
267,279,255,255,255,163.357,61.099,72.293,4.914,90.287
268,295,255,255,255,161.595,61.229,71.744,5.235,90.474
269,274,255,255,255,159.945,60.668,71.906,4.852,90.408
270,288,255,255,255,158.448,61.094,71.574,5.123,90.304
271,291,255,255,255,156.634,60.789,70.841,5.230,90.532
272,277,255,255,255,154.930,60.756,70.598,4.996,90.266
273,299,255,255,255,153.440,60.928,71.849,5.299,90.360
274,302,255,255,255,151.672,60.738,72.051,5.337,90.415
275,279,255,255,255,150.163,60.984,71.633,4.959,90.327
276,307,255,255,255,148.546,61.236,71.527,5.465,90.311
277,323,255,255,255,146.763,61.094,70.470,5.836,90.317
278,305,255,255,255,145.352,60.903,71.513,5.430,90.138
279,310,255,255,255,143.590,61.326,72.889,5.415,90.388
280,310,255,255,255,141.900,61.681,71.695,5.505,90.309
281,306,255,255,255,140.464,61.150,73.266,5.318,90.385
282,310,255,255,255,138.694,60.852,71.764,5.500,90.640
283,283,255,255,255,137.044,60.666,69.944,5.152,90.518
284,298,255,255,255,135.513,60.574,72.889,5.206,90.430
285,295,255,255,255,133.653,60.239,71.515,5.252,90.516
286,257,255,255,255,132.091,60.126,72.730,4.499,90.266
287,291,255,255,255,130.500,60.390,71.938,5.150,90.332
288,286,255,255,255,128.780,59.972,71.101,5.122,90.299
289,262,255,255,255,127.145,60.000,71.640,4.656,90.170
290,293,255,255,255,125.510,59.991,72.293,5.160,90.324
291,287,255,255,255,123.796,59.639,71.929,5.080,90.299
292,262,255,255,255,122.240,59.897,71.723,4.651,90.279
293,292,255,255,255,120.534,59.753,72.037,5.161,90.308
294,280,255,255,255,118.864,59.857,71.414,4.992,90.212
295,279,255,255,255,117.378,59.715,71.088,4.997,90.154
296,295,255,255,255,115.602,59.897,71.542,5.250,90.326
297,265,255,255,255,113.994,59.711,71.531,4.717,90.184
298,285,255,255,255,112.419,59.282,71.322,5.088,90.136
299,293,255,255,255,110.609,59.469,71.136,5.244,90.320
300,269,255,255,255,108.961,59.552,71.355,4.800,90.232
301,286,255,255,255,107.430,59.217,71.994,5.058,90.185
302,294,255,255,255,105.616,59.544,71.306,5.250,90.343
303,266,255,255,255,103.985,59.391,71.502,4.737,90.288
304,284,255,255,255,102.426,59.025,71.648,5.047,90.178
305,296,255,255,255,100.635,59.051,71.435,5.276,90.374
306,266,255,255,255,99.004,59.075,71.524,4.735,90.324
307,285,255,255,255,97.423,59.139,71.932,5.045,90.158
308,298,255,255,255,95.614,59.245,71.830,5.282,90.385
309,273,255,255,255,93.943,59.009,70.973,4.898,90.330
310,283,255,255,255,92.412,58.836,71.665,5.028,90.195
311,293,255,255,255,90.575,59.135,71.846,5.192,90.355
312,272,255,255,255,88.923,58.952,71.045,4.875,90.285
313,284,255,255,255,87.401,58.423,72.054,5.018,90.209
314,296,255,255,255,85.601,59.122,71.650,5.260,90.370
315,273,255,255,255,83.910,58.614,70.693,4.917,90.274
316,282,255,255,255,82.408,58.376,71.570,5.017,90.202
317,294,255,255,255,80.561,58.207,71.852,5.210,90.371
318,286,255,255,255,78.822,58.378,71.210,5.114,90.307
319,263,255,255,255,77.230,58.663,72.309,4.631,90.357
320,292,255,255,255,75.524,58.507,72.085,5.158,90.328
321,292,255,255,255,73.726,57.990,71.550,5.196,90.464
322,256,255,255,255,72.145,58.391,72.075,4.522,90.287
323,292,255,255,255,70.521,58.490,71.972,5.166,90.310
324,296,255,255,255,68.720,57.723,71.494,5.271,90.439
325,259,255,255,255,67.145,58.515,72.487,4.549,90.326
326,294,255,255,255,65.490,58.466,72.642,5.153,90.319
327,297,255,255,255,63.635,57.965,71.315,5.303,90.440
328,276,255,255,255,61.931,58.373,71.537,4.912,90.244
329,280,255,255,255,60.368,57.814,72.122,4.943,90.248
330,292,255,255,255,58.565,57.870,71.753,5.181,90.393
331,280,255,255,255,56.832,57.807,70.504,5.057,90.279
332,262,255,255,255,55.248,57.882,71.671,4.654,90.316
333,292,255,255,255,53.534,57.901,72.124,5.155,90.357
334,288,255,255,255,51.802,57.618,70.916,5.171,90.270
335,258,255,255,255,50.140,57.872,71.352,4.604,90.217
336,294,255,255,255,48.490,57.466,72.642,5.153,90.319
337,295,255,255,255,46.608,57.646,71.465,5.256,90.427
338,278,255,255,255,44.867,57.417,70.884,4.994,90.224
339,266,255,255,255,43.271,57.459,72.148,4.694,90.330
340,294,255,255,255,41.517,57.442,72.291,5.178,90.262
341,288,255,255,255,39.747,57.198,70.668,5.189,90.264
342,260,255,255,255,38.112,57.727,71.091,4.657,90.187
343,296,255,255,255,36.473,57.064,71.646,5.260,90.240
344,302,255,255,255,34.646,57.275,72.354,5.314,90.349
345,280,255,255,255,32.946,57.246,70.382,5.065,90.290
346,263,255,255,255,31.219,56.888,72.117,4.643,90.361
347,294,255,255,255,29.517,57.085,72.432,5.168,90.354
348,295,255,255,255,27.632,56.656,71.415,5.259,90.427
349,270,255,255,255,25.937,56.715,70.928,4.847,90.232
350,275,255,255,255,24.344,56.558,71.607,4.890,90.242
351,294,255,255,255,22.551,56.833,71.956,5.202,90.332
352,281,255,255,255,20.817,56.614,70.244,5.093,90.321
353,255,255,255,255,19.151,56.759,71.869,4.518,90.231
354,286,255,255,255,17.472,56.703,71.112,5.121,90.261
355,291,255,255,255,15.552,56.246,71.528,5.180,90.364
356,291,255,255,255,13.716,56.119,70.796,5.234,90.492
357,264,255,255,255,11.996,56.345,71.237,4.719,90.268
358,278,255,255,255,10.378,56.504,71.744,4.934,90.250
359,292,255,255,255,8.545,56.312,71.549,5.196,90.339
360,292,255,255,255,6.747,55.856,71.274,5.216,90.412
