 ,Area,Mean,Min,Max,XM,YM,Major,Minor,Angle
1,345,255,255,255,626.512,101.172,82.227,5.342,89.208
2,345,255,255,255,624.599,101.804,82.305,5.337,89.261
3,350,255,255,255,622.880,101.734,83.055,5.366,88.899
4,349,255,255,255,621.251,101.001,83.067,5.349,88.914
5,348,255,255,255,619.514,100.859,82.557,5.367,89.297
6,350,255,255,255,617.669,102.094,82.107,5.427,89.233
7,340,255,255,255,616.074,101.309,83.335,5.195,88.878
8,354,255,255,255,614.373,101.333,82.582,5.458,89.221
9,349,255,255,255,612.526,101.540,82.822,5.365,89.356
10,355,255,255,255,610.694,102.272,82.396,5.486,89.289
11,333,255,255,255,609.065,101.509,83.677,5.067,89.015
12,345,255,255,255,607.433,100.758,82.685,5.313,89.426
13,355,255,255,255,605.587,102.334,83.140,5.437,89.535
14,333,255,255,255,603.854,102.572,82.118,5.163,89.304
15,338,255,255,255,602.355,100.858,83.336,5.164,89.417
16,362,255,255,255,600.552,101.970,83.978,5.488,89.702
17,352,255,255,255,598.651,102.528,82.480,5.434,89.635
18,314,255,255,255,597.032,102.258,83.217,4.804,89.588
19,351,255,255,255,595.463,101.566,82.938,5.388,89.625
20,356,255,255,255,593.615,102.654,82.384,5.502,89.661
21,323,255,255,255,591.896,102.952,82.461,4.987,89.634
22,345,255,255,255,590.416,101.694,82.843,5.302,89.672
23,354,255,255,255,588.576,102.305,82.485,5.464,89.779
24,302,255,255,255,587.073,102.331,83.885,4.584,89.904
25,362,255,255,255,585.506,102.196,83.802,5.500,89.858
26,339,255,255,255,583.733,102.208,82.643,5.223,89.898
27,322,255,255,255,582.214,102.963,82.504,4.969,90.144
28,362,255,255,255,580.492,102.218,83.992,5.488,89.915
29,329,255,255,255,578.783,101.348,82.266,5.092,90.142
30,326,255,255,255,577.233,102.966,82.422,5.036,90.183
31,362,255,255,255,575.511,102.196,83.850,5.497,89.904
32,321,255,255,255,574.145,102.787,83.039,4.922,90.134
33,361,255,255,255,572.472,102.071,83.749,5.488,89.925
34,346,255,255,255,570.699,101.176,82.711,5.326,90.224
35,324,255,255,255,569.201,102.920,82.756,4.985,90.259
36,361,255,255,255,567.481,102.068,84.070,5.467,89.985
37,327,255,255,255,565.830,100.995,82.718,5.033,90.164
38,357,255,255,255,564.466,101.940,84.083,5.406,89.941
39,357,255,255,255,562.629,102.091,82.751,5.493,89.841
40,303,255,255,255,561.091,101.833,84.869,4.546,89.907
41,364,255,255,255,559.544,101.973,84.361,5.494,89.838
42,313,255,255,255,557.973,101.733,83.376,4.780,89.821
43,359,255,255,255,556.483,101.202,83.823,5.453,89.749
44,359,255,255,255,554.600,101.851,83.534,5.472,89.720
45,309,255,255,255,553.028,101.678,84.321,4.666,89.820
46,364,255,255,255,551.530,101.371,84.292,5.498,89.824
47,354,255,255,255,549.692,101.870,82.788,5.444,89.722
48,345,255,255,255,548.387,100.923,83.819,5.241,89.662
49,359,255,255,255,546.572,101.712,83.312,5.487,89.732
50,317,255,255,255,545.200,100.920,83.700,4.822,89.692
51,366,255,255,255,543.549,101.574,84.090,5.542,89.764
52,317,255,255,255,542.112,101.756,82.922,4.867,89.919
53,361,255,255,255,540.489,101.120,83.805,5.485,89.809
54,344,255,255,255,538.709,101.439,83.198,5.265,89.879
55,345,255,255,255,537.367,101.204,83.691,5.249,89.852
56,360,255,255,255,535.594,101.681,83.832,5.468,89.728
57,322,255,255,255,534.217,100.686,82.623,4.962,89.717
58,364,255,255,255,532.527,101.192,84.397,5.491,89.765
59,309,255,255,255,530.992,101.688,83.657,4.703,89.777
60,363,255,255,255,529.508,100.905,84.279,5.484,89.775
61,348,255,255,255,527.698,101.348,82.679,5.359,89.749
62,331,255,255,255,526.282,100.941,83.759,5.032,89.745
63,362,255,255,255,524.547,101.180,83.812,5.499,89.821
64,322,255,255,255,522.922,101.643,83.574,4.906,89.733
65,364,255,255,255,521.522,100.989,84.329,5.496,89.838
66,360,255,255,255,519.658,101.450,83.340,5.500,89.810
67,324,255,255,255,518.256,100.630,83.642,4.932,89.783
68,362,255,255,255,516.566,101.185,84.056,5.483,89.813
69,306,255,255,255,515.121,100.817,83.768,4.651,89.781
70,363,255,255,255,513.519,100.897,84.230,5.487,89.820
71,315,255,255,255,511.941,101.040,83.493,4.804,89.807
72,364,255,255,255,510.484,100.835,84.692,5.472,89.815
73,342,255,255,255,508.708,100.991,83.110,5.239,89.811
74,338,255,255,255,507.314,101.266,83.902,5.129,89.909
75,363,255,255,255,505.544,100.960,83.772,5.517,89.846
76,317,255,255,255,504.137,101.355,83.388,4.840,90.017
77,366,255,255,255,502.530,100.880,84.404,5.521,89.885
78,311,255,255,255,501.111,101.092,83.753,4.728,90.019
79,365,255,255,255,499.500,100.700,84.716,5.486,89.907
80,339,255,255,255,497.757,100.597,83.178,5.189,90.029
81,336,255,255,255,496.307,101.509,83.749,5.108,90.105
82,363,255,255,255,494.594,100.798,83.894,5.509,89.959
83,314,255,255,255,493.185,101.303,83.761,4.773,90.084
84,363,255,255,255,491.572,100.712,84.096,5.496,90.000
85,306,255,255,255,490.098,100.886,85.111,4.578,89.961
86,361,255,255,255,488.544,100.494,83.716,5.490,89.954
87,303,255,255,255,487.068,100.731,84.331,4.575,89.928
88,365,255,255,255,485.516,100.492,84.571,5.495,89.884
89,317,255,255,255,483.913,100.393,82.921,4.868,90.030
90,360,255,255,255,482.478,101.081,84.023,5.455,90.003
91,342,255,255,255,480.734,100.471,83.055,5.243,90.022
92,343,255,255,255,479.357,101.544,83.860,5.208,90.140
93,358,255,255,255,477.617,100.453,83.864,5.435,89.995
94,329,255,255,255,476.254,101.403,83.124,5.039,90.221
95,367,255,255,255,474.552,100.685,84.438,5.534,89.921
96,326,255,255,255,473.215,101.374,83.314,4.982,90.129
97,366,255,255,255,471.514,100.391,84.822,5.494,89.897
98,315,255,255,255,469.948,100.275,83.037,4.830,90.100
99,367,255,255,255,468.516,100.500,85.104,5.491,89.912
100,328,255,255,255,466.857,100.213,82.618,5.055,90.086
101,365,255,255,255,465.522,100.300,84.654,5.490,89.934
102,340,255,255,255,463.774,100.550,82.211,5.266,89.985
103,362,255,255,255,462.494,100.594,84.540,5.452,89.961
104,355,255,255,255,460.672,100.731,83.151,5.436,89.865
105,347,255,255,255,459.390,100.278,83.913,5.265,89.866
106,362,255,255,255,457.580,100.287,83.741,5.504,89.881
107,304,255,255,255,456.089,100.599,84.630,4.574,89.905
108,364,255,255,255,454.547,100.192,84.336,5.495,89.851
109,308,255,255,255,453.062,100.299,85.218,4.602,89.892
110,365,255,255,255,451.530,100.086,84.564,5.496,89.870
111,317,255,255,255,449.951,100.279,83.698,4.822,89.893
112,367,255,255,255,448.522,100.078,84.950,5.501,89.862
113,319,255,255,255,446.926,99.976,83.516,4.863,89.848
114,366,255,255,255,445.500,100.019,84.707,5.501,89.835
115,342,255,255,255,443.757,100.102,83.561,5.211,89.829
116,363,255,255,255,442.478,99.850,84.697,5.457,89.819
117,354,255,255,255,440.664,100.466,83.574,5.393,89.825
118,354,255,255,255,439.432,99.992,84.192,5.354,89.822
119,363,255,255,255,437.621,100.563,83.965,5.505,89.752
120,343,255,255,255,436.360,100.086,83.752,5.214,89.821
121,365,255,255,255,434.588,100.196,84.146,5.523,89.775
