 ,Area,Mean,Min,Max,XM,YM,Major,Minor,Angle
1,279,255,255,255,626.410,74.281,71.685,4.955,91.004
2,278,255,255,255,624.554,73.737,71.388,4.958,91.111
3,276,255,255,255,622.772,73.449,71.282,4.930,91.189
4,290,255,255,255,620.993,73.931,71.982,5.130,91.449
5,293,255,255,255,619.128,73.824,71.139,5.244,91.555
6,284,255,255,255,617.289,74.155,71.990,5.023,91.367
7,271,255,255,255,615.448,73.828,71.072,4.855,91.372
8,270,255,255,255,613.567,73.178,70.733,4.860,91.320
9,284,255,255,255,611.831,73.430,71.492,5.058,91.332
10,286,255,255,255,609.979,73.493,70.139,5.192,91.424
11,293,255,255,255,608.114,73.043,71.201,5.239,91.347
12,283,255,255,255,606.323,74.097,71.815,5.017,91.083
13,281,255,255,255,604.461,73.632,71.743,4.987,90.917
14,283,255,255,255,602.610,72.489,71.550,5.036,90.827
15,272,255,255,255,600.754,72.254,71.234,4.862,90.896
16,278,255,255,255,598.960,72.068,70.070,5.052,90.858
17,273,255,255,255,597.185,72.617,70.677,4.918,90.655
18,274,255,255,255,595.354,72.679,71.299,4.893,90.458
19,288,255,255,255,593.497,72.469,71.090,5.158,90.252
20,293,255,255,255,591.572,72.466,71.558,5.213,90.235
21,277,255,255,255,589.778,72.421,71.305,4.946,89.969
22,266,255,255,255,588.023,72.030,72.085,4.698,89.779
23,275,255,255,255,586.285,72.027,71.015,4.931,89.914
24,288,255,255,255,584.441,72.003,71.367,5.138,89.633
25,292,255,255,255,582.575,71.589,71.147,5.226,89.592
26,292,255,255,255,580.675,71.668,71.253,5.218,89.342
27,281,255,255,255,578.817,72.194,71.108,5.031,89.237
28,263,255,255,255,577.150,71.945,71.781,4.665,89.202
29,292,255,255,255,575.404,71.644,71.860,5.174,89.038
30,297,255,255,255,573.483,71.665,72.443,5.220,89.002
31,289,255,255,255,571.631,71.860,71.658,5.135,88.996
32,280,255,255,255,569.789,72.350,70.454,5.060,88.970
33,279,255,255,255,568.034,71.819,71.060,4.999,88.700
34,289,255,255,255,566.379,71.348,71.936,5.115,88.902
35,298,255,255,255,564.466,71.423,72.814,5.211,88.836
36,287,255,255,255,562.584,71.779,71.384,5.119,88.832
