 ,XM,YM,Major,Minor,Angle
191,104.630,43.186,25.218,2.042,91.226
192,104.004,43.194,24.965,2.051,91.165
193,103.370,43.301,25.361,2.053,91.249
194,102.737,43.161,24.982,2.084,91.221
195,102.089,43.097,25.320,2.056,91.078
196,101.453,43.285,25.690,2.049,90.944
197,100.819,43.136,25.129,2.083,91.056
198,100.174,43.257,25.105,2.085,91.156
199,99.526,43.213,25.116,2.084,90.753
200,98.883,43.006,25.243,2.063,90.903
201,98.238,43.305,25.286,2.093,90.940
202,97.602,43.162,25.088,2.030,90.706
203,96.947,43.128,25.403,2.061,90.693
204,96.263,43.239,25.053,2.101,90.527
205,95.659,43.027,25.300,2.036,90.524
206,94.994,43.241,25.163,2.081,90.635
207,94.332,43.187,24.962,2.086,90.513
208,93.694,43.048,25.492,2.043,90.519
209,93.021,43.254,25.314,2.113,90.411
210,92.404,43.121,24.713,2.049,90.439
211,91.794,43.186,25.418,2.004,90.556
212,91.165,43.188,24.910,2.113,90.681
213,90.532,43.228,24.891,2.058,90.564
214,89.901,43.112,25.694,2.026,90.644
215,89.257,43.076,24.833,2.154,90.883
216,88.633,43.254,24.702,2.073,90.536
217,87.983,43.150,25.429,2.025,90.633
218,87.328,43.397,25.354,2.121,90.833
219,86.689,43.158,24.974,2.017,90.605
220,86.049,43.294,25.379,2.018,90.757
221,85.376,43.278,25.228,2.041,90.691
222,84.778,43.144,25.041,2.045,90.662
223,84.116,43.142,25.577,2.102,90.846
224,83.464,43.221,25.099,2.086,90.704
225,82.827,43.108,25.296,2.070,90.827
226,82.165,43.299,25.444,2.114,90.928
227,81.511,43.252,24.863,2.060,90.677
228,80.874,43.221,25.492,2.054,90.770
229,80.193,43.285,25.045,2.090,90.684
230,79.564,43.035,25.128,2.072,90.780
231,78.912,43.348,25.055,2.112,90.849
232,78.270,43.200,24.858,2.083,90.765
233,77.630,43.262,25.270,2.038,90.986
234,76.980,43.276,25.246,2.164,91.084
235,76.376,43.262,25.218,2.042,90.900
236,75.761,43.177,25.080,2.076,91.097
237,75.097,43.322,25.123,2.141,91.135
238,74.467,43.312,25.098,2.052,90.979
239,73.834,43.171,24.960,2.018,91.224
240,73.168,43.282,25.321,2.090,91.261
241,72.555,43.359,25.002,2.060,91.104
242,71.900,43.160,25.110,1.994,91.325
243,71.247,43.346,25.352,2.076,91.274
244,70.588,43.127,25.212,2.099,91.176
245,69.948,43.254,25.264,2.072,91.349
246,69.291,43.299,24.455,2.083,90.935
247,68.650,43.203,24.736,2.036,91.231
248,67.977,43.259,24.891,2.103,91.227
249,67.340,43.176,25.256,2.050,90.801
250,66.679,43.252,24.790,2.031,90.938
251,66.007,43.223,25.108,2.085,90.777
252,65.369,43.006,25.035,2.080,91.007
253,64.704,43.303,24.454,2.141,91.055
254,64.072,43.221,25.086,2.076,90.800
255,63.413,43.211,24.989,1.981,90.840
256,62.757,43.031,24.780,2.113,91.043
257,62.122,42.964,25.249,2.073,90.743
258,61.450,43.086,25.045,2.102,90.774
259,60.778,42.933,25.159,2.081,90.757
260,60.165,42.815,24.984,2.061,90.780
261,59.506,43.009,24.832,2.143,90.815
262,58.849,43.086,24.913,2.056,90.589
263,58.199,43.004,25.431,2.025,90.647
264,57.508,43.126,24.819,2.109,90.681
265,56.894,43.014,24.970,2.017,90.588
266,56.237,43.099,24.928,2.089,90.592
267,55.569,43.118,24.843,2.062,90.566
268,54.915,43.283,24.907,2.056,90.656
269,54.233,43.153,24.650,2.112,90.620
270,53.600,43.241,24.271,2.063,90.568
271,52.926,43.096,25.055,2.101,90.748
272,52.254,42.955,25.158,2.092,90.679
273,51.609,42.905,25.615,2.077,90.558
274,50.938,43.355,25.135,2.185,90.665
275,50.313,43.172,24.626,2.057,90.511
276,49.606,43.232,24.993,2.163,90.720
277,48.958,43.151,25.226,2.075,90.648
278,48.294,43.110,25.314,2.057,90.662
279,47.619,43.279,25.441,2.114,90.835
280,46.991,43.172,24.876,2.047,90.624
281,46.295,43.150,25.356,2.132,90.787
282,45.641,43.314,25.107,2.051,90.626
283,44.979,43.189,25.474,2.033,90.716
284,44.311,43.363,25.309,2.102,90.996
285,43.677,43.149,24.990,2.038,90.692
286,42.966,43.286,25.194,2.168,90.878
287,42.324,43.267,25.218,2.087,90.707
288,41.665,43.387,25.366,2.041,90.799
289,40.984,43.511,25.290,2.115,91.008
290,40.326,43.167,25.358,2.076,90.824
291,39.635,43.239,25.298,2.126,90.936
292,38.987,43.397,25.203,2.055,90.775
293,38.317,43.278,25.454,2.034,90.842
294,37.623,43.215,25.047,2.067,90.749
295,36.968,43.207,25.365,2.030,90.844
296,36.267,43.403,25.154,2.115,91.067
297,35.631,43.296,24.940,2.065,90.682
298,34.931,43.325,24.897,2.148,90.861
299,34.270,43.113,25.116,2.051,90.671
300,33.594,43.244,25.233,2.018,90.789
301,32.901,43.205,25.104,2.051,90.764
302,32.246,43.079,25.406,2.027,90.691
303,31.572,43.190,25.516,2.130,90.860
304,30.918,43.209,24.937,2.020,90.600
305,30.222,43.153,24.820,2.201,90.716
306,29.537,43.252,25.011,2.070,90.576
307,28.877,43.291,25.303,2.013,90.674
308,28.171,43.223,25.056,2.078,90.565
309,27.515,43.130,25.368,2.053,90.604
310,26.811,43.147,25.551,2.116,90.473
311,26.166,43.291,25.204,2.055,90.480
312,25.462,43.299,25.045,2.136,90.666
313,24.795,43.272,24.982,2.073,90.488
314,24.119,43.321,25.258,2.073,90.567
315,23.418,43.288,24.972,2.074,90.500
316,22.746,43.312,25.175,2.034,90.609
317,22.041,43.461,24.919,2.089,90.633
318,21.414,43.331,25.273,2.015,90.447
319,20.706,43.491,25.263,2.162,90.652
320,20.039,43.293,25.240,2.052,90.460
321,19.375,43.454,25.159,2.115,90.591
322,18.673,43.505,24.911,2.090,90.547
323,18.009,43.384,25.468,2.078,90.579
324,17.301,43.545,24.989,2.095,90.595
325,16.630,43.462,25.377,2.063,90.688
326,15.921,43.606,24.803,2.099,90.741
327,15.264,43.410,24.809,2.019,90.765
328,14.559,43.470,24.846,2.107,90.943
329,13.887,43.500,24.863,2.048,90.606
330,13.153,43.445,25.323,2.112,90.942
331,12.498,43.680,24.867,2.060,90.712
332,11.792,43.686,24.903,2.102,90.827
333,11.109,43.625,24.839,2.073,90.828
334,10.402,43.453,25.559,2.093,90.931
335,9.706,43.607,25.099,2.063,90.865
336,9.013,43.678,25.290,2.070,90.887
337,8.304,43.582,24.897,2.080,90.875
338,7.629,43.753,25.243,2.063,90.951
339,6.906,43.618,24.879,2.093,91.102
340,6.206,43.525,25.326,2.056,91.096
341,5.503,43.804,24.933,2.100,91.140
342,4.817,43.636,25.007,2.059,91.086
343,4.104,43.620,24.881,2.081,91.306
344,3.404,43.620,24.952,2.018,91.057
