 ,Area,Mean,Min,Max,XM,YM,Major,Minor,Angle
283,287,255,255,255,181.176,63.542,87.231,4.189,89.420
284,294,255,255,255,180.088,62.670,86.696,4.318,89.416
285,299,255,255,255,178.858,62.156,86.353,4.409,89.042
286,305,255,255,255,177.700,61.785,86.954,4.466,88.869
287,309,255,255,255,176.591,61.141,88.276,4.457,88.895
288,300,255,255,255,175.560,61.233,88.079,4.337,88.838
289,300,255,255,255,174.400,61.090,86.533,4.414,88.532
290,298,255,255,255,173.201,60.990,87.368,4.343,88.354
291,300,255,255,255,171.980,61.643,88.332,4.324,88.212
292,302,255,255,255,170.844,61.639,87.987,4.370,88.311
293,301,255,255,255,169.772,61.749,87.622,4.374,88.337
294,304,255,255,255,168.569,61.947,87.734,4.412,88.144
295,299,255,255,255,167.336,61.982,86.979,4.377,88.085
296,310,255,255,255,166.142,61.545,87.799,4.496,88.142
297,301,255,255,255,165.015,62.051,87.768,4.367,88.138
298,298,255,255,255,163.970,62.084,87.831,4.320,88.136
299,300,255,255,255,162.823,61.890,87.011,4.390,87.969
300,299,255,255,255,161.604,62.406,87.304,4.361,87.893
301,297,255,255,255,160.362,62.635,86.927,4.350,88.013
302,299,255,255,255,159.279,62.761,87.303,4.361,88.095
303,314,255,255,255,158.118,62.557,88.034,4.541,88.097
304,306,255,255,255,156.961,62.971,87.534,4.451,88.167
305,299,255,255,255,155.744,63.530,87.072,4.372,88.322
306,296,255,255,255,154.574,63.574,87.015,4.331,88.523
307,301,255,255,255,153.477,64.061,86.889,4.411,88.473
308,297,255,255,255,152.412,63.854,86.700,4.362,88.489
309,297,255,255,255,151.210,63.934,87.510,4.321,88.427
310,298,255,255,255,149.926,64.426,87.713,4.326,88.473
311,299,255,255,255,148.731,65.119,86.713,4.390,88.792
312,307,255,255,255,147.640,64.979,87.494,4.468,88.854
313,307,255,255,255,146.585,64.751,87.825,4.451,88.912
314,302,255,255,255,145.371,65.192,87.797,4.380,89.019
315,302,255,255,255,144.046,66.315,87.082,4.416,89.695
316,308,255,255,255,142.994,65.490,87.642,4.475,89.756
317,312,255,255,255,141.987,65.747,88.058,4.511,89.905
318,310,255,255,255,140.968,65.284,87.741,4.499,89.863
319,310,255,255,255,139.903,65.535,87.034,4.535,89.682
320,252,255,255,255,138.365,67.516,87.101,3.684,89.655
321,315,255,255,255,137.005,66.122,89.148,4.499,89.980
322,315,255,255,255,136.005,66.370,89.153,4.499,90.021
323,315,255,255,255,134.995,66.367,89.173,4.498,90.061
324,298,255,255,255,133.913,68.070,86.956,4.363,90.368
325,311,255,255,255,132.613,66.709,88.140,4.493,91.026
326,303,255,255,255,131.490,66.705,88.341,4.367,91.073
327,304,255,255,255,130.434,66.757,87.991,4.399,91.086
328,304,255,255,255,129.372,66.602,88.019,4.398,91.094
329,303,255,255,255,128.186,67.952,86.246,4.473,91.083
330,300,255,255,255,126.880,66.273,86.623,4.410,91.357
331,311,255,255,255,125.683,66.268,86.343,4.586,91.166
332,324,255,255,255,124.559,66.093,85.885,4.803,91.240
333,319,255,255,255,123.497,66.694,86.396,4.701,91.300
334,320,255,255,255,122.275,67.056,86.556,4.707,91.579
335,309,255,255,255,121.040,66.351,88.070,4.467,91.796
336,311,255,255,255,119.921,66.082,87.486,4.526,91.855
337,309,255,255,255,118.911,66.092,87.953,4.473,91.779
338,308,255,255,255,117.834,66.078,87.336,4.490,91.773
339,299,255,255,255,116.661,65.888,85.710,4.442,91.773
340,310,255,255,255,115.342,65.894,86.597,4.558,91.688
341,305,255,255,255,114.192,65.752,87.328,4.447,91.868
342,308,255,255,255,113.029,65.468,88.202,4.446,91.895
343,316,255,255,255,111.905,65.589,87.875,4.579,91.797
344,302,255,255,255,110.699,65.235,86.398,4.451,91.884
345,300,255,255,255,109.497,65.763,86.490,4.416,91.807
346,300,255,255,255,108.320,65.473,86.891,4.396,91.728
347,298,255,255,255,107.309,65.218,87.638,4.329,91.647
348,302,255,255,255,106.149,64.285,87.143,4.412,91.752
349,309,255,255,255,104.940,64.322,87.408,4.501,91.712
350,303,255,255,255,103.721,63.625,87.159,4.426,91.573
351,309,255,255,255,102.555,63.833,87.088,4.518,91.316
352,304,255,255,255,101.447,63.888,86.230,4.489,91.337
353,303,255,255,255,100.282,63.893,86.297,4.471,91.382
354,307,255,255,255,98.963,62.780,87.254,4.480,91.485
355,303,255,255,255,97.777,62.523,86.846,4.442,91.232
356,306,255,255,255,96.637,62.105,87.881,4.433,91.063
357,307,255,255,255,95.607,61.953,87.921,4.446,91.034
358,313,255,255,255,94.529,61.781,87.714,4.543,91.088
359,309,255,255,255,93.257,61.464,87.247,4.509,90.809
360,313,255,255,255,91.989,61.612,88.638,4.496,90.090
361,308,255,255,255,90.971,61.688,87.582,4.478,90.136
362,302,255,255,255,89.944,62.089,86.540,4.443,90.231
363,291,255,255,255,88.871,62.816,86.601,4.278,90.440
364,278,255,255,255,87.194,59.511,85.609,4.135,90.244
365,313,255,255,255,86.005,60.625,88.466,4.505,90.021
366,313,255,255,255,85.002,60.372,88.583,4.499,89.993
367,314,255,255,255,84.006,60.248,88.810,4.502,89.972
368,310,255,255,255,82.939,59.506,87.254,4.524,89.723
369,310,255,255,255,81.594,59.781,87.481,4.512,88.969
370,291,255,255,255,80.263,61.194,87.260,4.246,89.230
371,296,255,255,255,79.098,61.530,86.390,4.363,89.633
372,294,255,255,255,77.976,60.007,85.345,4.386,89.397
373,311,255,255,255,76.719,59.841,87.012,4.551,89.003
374,312,255,255,255,75.577,59.821,87.487,4.541,88.908
375,309,255,255,255,74.458,59.814,87.968,4.472,88.917
376,307,255,255,255,73.357,59.783,87.601,4.462,88.837
377,303,255,255,255,72.180,59.682,87.271,4.421,88.531
378,308,255,255,255,70.948,60.029,87.556,4.479,88.302
379,304,255,255,255,69.701,60.289,86.763,4.461,88.494
380,305,255,255,255,68.500,60.448,85.330,4.551,88.468
381,305,255,255,255,67.307,60.415,86.665,4.481,88.281
382,308,255,255,255,66.094,60.058,87.196,4.497,88.112
383,315,255,255,255,64.881,60.656,87.206,4.599,88.191
384,304,255,255,255,63.668,61.141,87.020,4.448,88.441
385,299,255,255,255,62.533,61.467,85.900,4.432,88.363
386,300,255,255,255,61.350,61.730,86.438,4.419,88.117
387,305,255,255,255,60.110,61.143,86.900,4.469,88.012
388,311,255,255,255,58.886,61.108,87.289,4.536,88.177
389,299,255,255,255,57.607,61.426,86.778,4.387,88.392
390,312,255,255,255,56.365,62.167,87.776,4.526,88.406
391,317,255,255,255,55.169,61.926,87.364,4.620,88.264
392,307,255,255,255,53.920,61.875,87.647,4.460,88.270
393,302,255,255,255,52.646,62.573,86.545,4.443,88.662
394,308,255,255,255,51.516,62.487,87.124,4.501,88.814
395,307,255,255,255,50.448,62.562,87.684,4.458,88.774
396,306,255,255,255,49.337,62.735,87.170,4.470,88.683
397,300,255,255,255,48.057,62.843,86.936,4.394,88.580
398,302,255,255,255,46.692,63.805,86.101,4.466,88.784
399,312,255,255,255,45.542,63.202,87.937,4.517,88.887
400,301,255,255,255,44.380,63.985,88.000,4.355,88.958
401,296,255,255,255,43.095,64.787,85.897,4.388,89.322
402,308,255,255,255,41.821,63.578,86.632,4.527,89.295
403,309,255,255,255,40.639,63.678,87.340,4.505,89.019
404,266,255,255,255,39.350,65.726,87.207,3.884,89.348
405,272,255,255,255,38.232,67.011,86.923,3.984,89.463
406,300,255,255,255,37.080,65.920,86.776,4.402,89.737
407,313,255,255,255,35.995,64.625,88.466,4.505,89.979
408,313,255,255,255,34.957,64.810,87.493,4.555,89.983
409,257,255,255,255,33.329,64.866,85.623,3.822,89.993
410,312,255,255,255,32.010,64.747,88.247,4.502,90.000
411,313,255,255,255,30.995,64.871,88.471,4.505,90.021
412,295,255,255,255,29.907,66.683,86.048,4.365,90.351
413,312,255,255,255,28.583,64.958,87.042,4.564,91.041
414,301,255,255,255,27.404,64.995,86.798,4.415,91.036
415,309,255,255,255,26.354,65.138,87.245,4.509,91.039
416,306,255,255,255,25.167,65.716,86.284,4.515,90.867
417,304,255,255,255,23.747,65.747,86.958,4.451,90.836
418,310,255,255,255,22.481,65.248,87.432,4.514,91.148
419,292,255,255,255,21.247,65.938,86.100,4.318,91.291
420,312,255,255,255,19.997,65.481,87.118,4.560,91.523
421,312,255,255,255,18.779,64.808,87.165,4.557,91.523
422,306,255,255,255,17.510,65.588,86.356,4.512,91.299
423,298,255,255,255,16.258,65.654,86.687,4.377,91.626
424,304,255,255,255,15.086,64.885,87.466,4.425,91.752
425,300,255,255,255,14.053,65.043,87.415,4.370,91.815
426,308,255,255,255,12.899,64.974,87.053,4.505,91.769
427,306,255,255,255,11.614,64.660,86.536,4.502,91.492
428,304,255,255,255,10.207,64.312,86.916,4.453,91.716
429,312,255,255,255,8.917,64.144,87.421,4.544,91.750
430,306,255,255,255,7.771,63.824,86.713,4.493,91.751
431,303,255,255,255,6.556,64.460,86.395,4.465,91.518
