 ,XM,YM,Major,Minor,Angle
523,264.638,19.464,2.064,1.062,84.690
524,275.476,22.224,7.661,6.582,31.390
525,166.336,19.018,0.604,0.604,0.000
526,41.919,19.821,1.547,0.945,14.872
527,88.659,19.553,0.604,0.604,0.000
528,142.765,19.821,1.209,0.604,90.000
529,97.766,20.089,0.604,0.604,0.000
530,124.016,20.089,0.604,0.604,0.000
531,136.337,20.089,0.604,0.604,0.000
532,141.694,20.089,0.604,0.604,0.000
533,209.728,20.089,0.604,0.604,0.000
534,59.195,20.625,0.604,0.604,0.000
535,95.088,20.625,0.604,0.604,0.000
536,271.870,20.625,0.604,0.604,0.000
537,54.776,21.696,1.465,0.998,90.000
538,56.517,21.696,1.813,0.604,90.000
539,109.284,21.160,1.209,0.604,0.000
540,110.623,21.160,0.604,0.604,0.000
541,140.622,21.160,0.604,0.604,0.000
542,143.837,21.160,0.604,0.604,0.000
543,148.658,21.160,0.604,0.604,0.000
544,254.192,21.428,1.209,0.604,90.000
545,266.245,21.160,1.209,0.604,0.000
546,41.517,21.696,0.604,0.604,0.000
547,95.623,21.696,0.604,0.604,0.000
548,116.516,21.696,0.604,0.604,0.000
549,139.015,21.696,0.604,0.604,0.000
550,249.371,21.964,1.723,0.848,31.717
551,149.997,22.500,1.390,0.526,45.000
552,154.168,22.844,1.879,1.362,59.527
553,168.747,23.303,1.813,1.209,90.000
554,260.888,23.035,1.390,0.526,45.000
555,55.213,24.696,3.335,3.287,43.014
556,60.267,23.303,0.604,0.604,0.000
557,62.945,23.303,0.604,0.604,0.000
558,151.337,23.303,0.604,0.604,0.000
559,266.335,23.482,1.267,0.865,135.000
560,59.195,23.839,0.604,0.604,0.000
561,161.515,23.839,0.604,0.604,0.000
562,247.763,23.839,0.604,0.604,0.000
563,249.638,23.839,1.209,0.604,0.000
564,9.241,25.044,2.034,1.437,97.018
565,58.124,24.375,0.604,0.604,0.000
566,60.267,25.044,1.489,0.981,55.278
567,91.338,24.375,0.604,0.604,0.000
568,165.801,24.375,0.604,0.604,0.000
569,199.550,24.375,0.604,0.604,0.000
570,255.978,24.732,1.267,0.865,135.000
571,4.018,24.910,0.604,0.604,0.000
572,48.481,24.910,0.604,0.604,0.000
573,51.696,24.910,0.604,0.604,0.000
574,181.872,24.910,0.604,0.604,0.000
575,62.410,25.982,0.604,0.604,0.000
576,179.997,26.250,1.390,0.526,45.000
577,0.268,26.517,0.604,0.604,0.000
578,51.803,27.589,3.865,1.891,166.198
579,53.303,26.517,0.604,0.604,0.000
580,150.265,26.517,0.604,0.604,0.000
581,197.943,26.517,0.604,0.604,0.000
582,233.299,26.517,0.604,0.604,0.000
583,266.201,27.232,2.479,1.769,163.480
584,43.541,27.410,2.165,1.519,15.482
585,54.910,27.053,0.604,0.604,0.000
586,169.015,27.053,0.604,0.604,0.000
587,0.268,27.589,0.604,0.604,0.000
588,38.839,27.589,0.604,0.604,0.000
589,39.910,27.589,0.604,0.604,0.000
590,162.586,27.589,0.604,0.604,0.000
591,190.979,27.589,0.604,0.604,0.000
592,274.192,28.732,2.897,1.892,72.804
593,12.053,28.124,1.813,0.604,0.000
594,37.767,28.124,0.604,0.604,0.000
595,79.552,28.124,0.604,0.604,0.000
596,140.622,28.124,0.604,0.604,0.000
597,141.694,28.124,0.604,0.604,0.000
598,229.549,28.124,0.604,0.604,0.000
599,25.982,28.660,0.604,0.604,0.000
600,39.910,28.660,0.604,0.604,0.000
601,191.514,28.660,0.604,0.604,0.000
602,259.013,28.660,0.604,0.604,0.000
603,57.856,29.464,1.390,0.526,135.000
604,270.521,30.466,4.388,2.248,13.113
605,39.642,29.999,1.390,0.526,45.000
606,50.986,31.995,4.399,3.322,81.726
607,130.444,29.732,0.604,0.604,0.000
608,226.871,29.732,0.604,0.604,0.000
609,238.121,29.732,0.604,0.604,0.000
610,246.692,29.732,0.604,0.604,0.000
611,0.268,30.267,0.604,0.604,0.000
612,57.053,30.267,0.604,0.604,0.000
613,128.569,30.535,1.390,0.526,135.000
614,175.443,30.267,0.604,0.604,0.000
615,262.763,30.267,0.604,0.604,0.000
616,266.513,30.267,0.604,0.604,0.000
617,103.391,30.803,1.209,0.604,0.000
618,114.909,31.339,0.604,0.604,0.000
619,39.106,32.410,1.209,0.604,0.000
620,116.382,33.080,1.710,0.855,71.565
621,160.444,32.410,0.604,0.604,0.000
622,262.227,32.410,0.604,0.604,0.000
623,93.480,32.946,0.604,0.604,0.000
624,140.622,32.946,0.604,0.604,0.000
625,144.908,32.946,0.604,0.604,0.000
626,167.943,32.946,0.604,0.604,0.000
627,197.943,32.946,0.604,0.604,0.000
628,235.174,32.946,1.209,0.604,0.000
629,238.121,32.946,0.604,0.604,0.000
630,0.268,35.089,4.231,0.604,90.000
631,39.196,33.839,1.267,0.865,45.000
632,46.517,33.839,1.267,0.865,135.000
633,272.406,33.482,0.604,0.604,0.000
