 ,XM,YM,Major,Minor,Angle
96,197.571,32.555,25.998,2.488,90.624
97,196.778,32.313,26.452,2.210,90.219
98,196.096,32.558,26.844,2.219,90.751
99,195.347,32.377,26.364,2.439,90.394
100,194.580,32.182,26.904,2.200,90.386
101,193.840,32.495,26.155,2.459,90.624
102,193.069,32.183,26.722,2.229,90.038
103,192.380,32.374,27.077,2.173,90.687
104,191.608,32.256,26.128,2.475,90.355
105,190.855,32.055,26.810,2.181,90.267
106,190.099,32.263,25.380,2.419,90.551
107,189.318,32.001,26.822,2.193,89.983
108,188.681,31.943,27.101,2.198,90.151
109,187.874,32.231,25.912,2.482,90.269
110,187.128,31.995,26.956,2.169,89.972
111,186.457,32.097,26.706,2.203,90.392
112,185.647,31.978,25.896,2.399,89.893
113,184.955,32.025,26.793,2.182,89.974
114,184.175,32.241,25.758,2.468,90.225
115,183.415,31.911,26.721,2.174,89.915
116,182.779,31.910,27.461,2.209,90.009
117,181.968,32.032,25.600,2.469,89.864
118,181.243,31.961,26.894,2.187,89.781
119,180.571,31.954,26.686,2.300,89.902
120,179.764,32.052,26.062,2.369,89.845
121,179.068,31.977,26.943,2.197,89.781
122,178.289,32.262,25.812,2.449,90.192
123,177.532,31.969,26.506,2.192,89.874
124,176.898,32.017,26.911,2.200,89.933
125,176.106,32.141,25.854,2.445,90.055
126,175.357,31.974,26.902,2.187,89.876
127,174.719,31.842,27.134,2.222,89.957
128,173.910,32.095,25.976,2.462,89.956
129,173.183,31.897,27.266,2.198,89.864
130,172.515,32.170,26.757,2.281,90.154
131,171.734,31.878,26.201,2.413,89.875
132,171.038,31.797,27.654,2.180,89.942
133,170.273,32.187,25.880,2.471,90.194
134,169.515,31.927,26.883,2.229,89.941
135,168.865,32.018,27.254,2.199,90.209
136,168.108,32.343,26.081,2.466,90.329
137,167.347,31.995,26.905,2.173,89.975
138,166.712,31.904,27.112,2.210,90.193
139,165.931,32.179,25.937,2.479,90.364
140,165.192,31.898,27.078,2.186,90.097
141,164.544,32.146,27.110,2.184,90.588
142,163.772,32.188,25.773,2.467,90.442
143,163.020,32.151,26.716,2.147,90.328
144,162.375,32.253,27.013,2.164,90.699
145,161.618,32.030,26.179,2.456,90.457
146,160.865,31.871,26.942,2.156,90.321
147,160.233,32.253,27.013,2.164,90.699
148,159.464,32.122,26.031,2.456,90.429
149,158.722,31.871,26.942,2.156,90.321
150,158.070,32.102,26.773,2.156,90.684
151,157.312,31.947,26.359,2.440,90.421
152,156.579,31.871,26.942,2.156,90.321
153,155.905,32.011,26.371,2.231,90.569
154,155.155,31.837,26.270,2.406,90.236
155,154.434,31.894,27.040,2.176,90.234
156,153.741,32.110,26.094,2.296,90.540
157,153.011,31.822,26.202,2.440,90.151
158,152.291,31.781,27.042,2.162,90.166
159,151.628,32.103,26.517,2.232,90.430
160,150.854,31.793,25.979,2.419,89.950
161,150.157,31.648,27.345,2.178,89.913
162,149.513,31.928,26.776,2.197,90.331
163,148.729,31.828,26.009,2.430,90.064
164,148.030,31.679,27.113,2.183,89.919
165,147.387,31.661,27.251,2.226,89.980
166,146.586,31.662,26.086,2.437,89.948
167,145.886,31.710,27.240,2.146,89.880
168,145.244,31.681,27.623,2.236,89.971
169,144.477,31.925,26.499,2.482,90.051
170,143.754,31.626,27.333,2.166,89.824
171,143.130,31.700,27.029,2.204,89.927
172,142.359,31.986,26.179,2.484,90.086
173,141.627,31.700,26.643,2.194,89.873
174,141.006,31.732,26.914,2.199,89.881
175,140.227,31.737,25.822,2.491,89.887
176,139.515,31.649,26.477,2.263,89.802
177,138.861,31.805,27.101,2.198,89.849
178,138.128,31.833,26.352,2.343,89.825
179,137.405,31.684,26.102,2.324,89.660
180,136.728,31.838,27.225,2.188,89.948
181,135.977,31.788,26.141,2.348,89.961
182,135.242,31.728,26.298,2.237,89.798
183,134.608,31.635,27.389,2.175,89.731
184,133.887,31.662,25.784,2.324,89.961
185,133.155,31.605,25.992,2.348,89.707
186,132.474,31.702,27.206,2.176,89.787
187,131.830,31.608,27.171,2.246,89.941
188,131.070,31.812,25.957,2.421,89.820
189,130.365,31.709,27.045,2.189,89.879
190,129.727,31.699,27.058,2.228,89.929
191,128.963,31.902,25.607,2.483,90.139
192,128.235,31.702,27.132,2.182,89.879
193,127.606,31.763,27.090,2.212,90.076
194,126.896,31.788,26.190,2.330,90.094
195,126.198,31.688,26.516,2.411,90.049
196,125.498,31.756,26.819,2.221,90.119
197,124.812,31.732,26.775,2.156,90.269
198,124.053,31.528,26.078,2.424,90.004
199,123.360,31.775,26.782,2.197,90.170
200,122.700,31.824,26.745,2.159,90.398
201,121.935,31.639,25.642,2.437,89.969
202,121.255,31.542,26.946,2.210,90.034
203,120.614,31.792,27.015,2.205,90.039
204,119.849,31.756,26.117,2.462,90.016
205,119.128,31.643,26.739,2.214,89.969
206,118.492,31.662,27.165,2.206,90.046
207,117.778,31.881,26.007,2.332,90.193
208,117.045,31.563,26.539,2.299,89.944
209,116.375,31.607,26.614,2.197,90.000
210,115.704,31.781,26.901,2.187,90.203
211,114.956,31.735,26.054,2.370,89.944
212,114.275,31.524,26.809,2.167,89.938
213,113.640,31.500,27.296,2.222,89.990
214,112.862,31.766,25.801,2.450,89.990
215,112.160,31.533,26.709,2.189,89.807
216,111.542,31.732,26.914,2.199,89.881
217,110.798,31.802,25.971,2.406,90.140
218,110.077,31.732,26.309,2.250,89.869
219,109.440,31.345,26.635,2.181,89.813
220,109.552,45.803,0.604,0.604,0.000
221,108.790,31.904,27.061,2.174,90.261
222,108.024,31.789,25.375,2.434,90.018
223,107.336,31.638,26.823,2.193,89.963
224,106.723,31.874,27.224,2.201,90.092
225,105.948,31.887,25.979,2.475,90.230
226,105.229,31.786,26.556,2.174,89.940
227,104.609,31.992,26.885,2.161,90.159
228,103.959,32.127,26.588,2.158,90.536
229,103.206,31.827,25.829,2.391,90.048
230,102.514,31.638,26.823,2.193,89.963
231,101.885,31.894,27.203,2.203,90.281
232,101.131,31.767,25.695,2.474,90.293
233,100.408,31.720,26.648,2.194,90.023
234,99.785,31.811,26.829,2.179,90.321
235,99.126,31.929,26.775,2.156,90.548
236,98.382,31.696,26.009,2.444,90.168
237,97.668,31.847,26.387,2.188,90.190
238,97.058,31.852,27.245,2.213,90.330
239,96.297,31.926,25.956,2.464,90.328
240,95.563,31.630,26.911,2.172,90.094
241,94.950,31.845,27.222,2.188,90.225
242,94.292,31.868,26.884,2.188,90.481
243,93.543,31.777,26.012,2.402,90.050
244,92.862,31.688,26.620,2.210,90.061
245,92.227,31.819,27.087,2.226,90.224
246,91.465,31.993,25.738,2.499,90.147
247,90.738,31.724,26.742,2.186,90.023
248,90.128,31.986,27.201,2.190,90.159
249,89.461,31.885,26.803,2.168,90.218
250,88.706,31.768,25.991,2.404,89.917
251,88.027,31.671,27.134,2.168,89.967
252,87.395,31.757,27.023,2.218,90.077
253,86.641,31.874,25.939,2.479,90.057
254,85.917,31.785,26.831,2.193,89.935
255,85.299,31.871,26.873,2.203,89.907
256,84.628,31.813,25.857,2.205,90.146
257,83.876,31.804,25.944,2.366,89.855
258,83.202,31.678,27.213,2.162,89.917
259,82.581,31.874,26.805,2.208,90.000
260,81.808,31.721,25.681,2.433,89.985
261,81.095,31.760,26.516,2.191,89.837
262,80.479,31.821,26.479,2.194,89.992
263,79.800,31.897,26.653,2.248,90.110
264,79.064,31.856,25.781,2.409,89.923
265,78.405,31.702,26.969,2.195,89.928
266,77.747,31.712,27.053,2.229,90.124
267,76.998,31.790,25.982,2.419,90.022
268,76.312,31.730,26.897,2.269,90.054
269,75.657,31.771,27.344,2.218,90.209
270,74.985,31.706,27.119,2.183,90.147
271,74.253,31.686,26.221,2.453,90.144
272,73.563,31.761,26.962,2.250,90.300
273,72.889,31.711,27.157,2.207,90.338
274,72.209,31.624,26.415,2.310,90.154
275,71.475,31.732,26.519,2.287,90.289
276,70.797,31.900,27.323,2.220,90.441
277,70.147,31.654,26.790,2.155,90.159
278,69.408,31.631,26.218,2.425,90.145
279,68.707,31.819,27.172,2.205,90.313
280,68.061,31.798,27.092,2.185,90.375
281,67.314,31.613,26.121,2.434,90.059
282,66.613,31.835,26.953,2.210,90.085
283,65.976,31.720,27.271,2.224,90.152
284,65.214,31.755,26.183,2.442,90.025
285,64.519,31.676,26.508,2.233,89.984
286,63.876,31.747,26.623,2.196,89.931
287,63.220,31.840,26.334,2.165,90.278
288,62.473,31.690,26.053,2.482,90.052
289,61.777,31.841,26.596,2.212,90.182
290,61.141,31.626,27.301,2.222,90.101
291,60.423,31.628,26.277,2.294,89.968
292,59.716,31.549,26.003,2.431,89.957
293,59.022,31.522,26.895,2.269,89.982
294,58.314,31.523,26.328,2.346,89.888
295,57.633,31.598,26.328,2.470,89.937
296,56.937,31.544,26.918,2.335,90.056
297,56.171,31.558,25.900,2.554,89.857
298,55.516,31.558,26.234,2.521,89.838
299,54.851,31.623,26.448,2.501,89.704
300,54.154,31.616,26.310,2.500,89.741
301,53.405,31.808,25.926,2.509,89.867
302,52.802,31.704,26.471,2.512,90.002
303,52.122,31.890,26.484,2.359,89.874
304,51.364,31.782,26.227,2.341,89.915
305,50.676,31.714,26.329,2.415,89.795
306,49.980,31.687,27.031,2.203,89.740
307,49.334,31.656,27.014,2.218,89.888
308,48.566,31.673,25.353,2.450,89.865
309,47.872,31.851,26.587,2.199,89.898
310,47.233,31.741,27.044,2.216,89.884
311,46.458,31.832,25.901,2.469,90.004
312,45.760,31.763,26.615,2.252,89.907
313,45.127,31.949,27.330,2.206,90.059
314,44.366,31.936,25.521,2.477,90.279
315,43.701,31.792,26.006,2.389,89.949
316,43.007,31.878,26.776,2.183,90.146
317,42.350,32.073,26.465,2.237,90.556
318,41.616,31.942,25.854,2.459,90.259
319,40.891,31.851,26.748,2.186,90.184
320,40.268,31.942,27.332,2.219,90.484
321,39.521,32.186,26.186,2.498,90.562
322,38.783,31.753,27.004,2.206,90.121
323,38.144,31.812,26.926,2.198,90.607
324,37.428,32.002,25.867,2.430,90.827
325,36.679,31.779,26.077,2.270,90.232
326,36.036,31.828,26.956,2.169,90.507
327,35.336,32.014,26.292,2.349,90.943
328,34.624,31.948,25.906,2.454,90.514
329,33.900,31.831,26.884,2.175,90.416
330,33.241,31.844,26.410,2.186,90.756
331,32.512,31.961,25.710,2.473,90.444
332,31.777,31.864,26.744,2.186,90.282
333,31.129,32.095,26.595,2.171,90.737
334,30.383,31.978,25.747,2.498,90.409
335,29.657,31.735,26.302,2.195,90.173
336,29.035,31.881,26.946,2.210,90.388
337,28.262,31.960,25.574,2.500,90.445
338,27.522,31.747,26.638,2.195,90.065
339,26.892,31.674,26.891,2.215,90.247
340,26.123,31.890,25.529,2.490,90.244
341,25.385,31.719,26.223,2.216,89.960
342,24.757,31.711,26.657,2.207,90.071
343,23.988,31.932,25.777,2.495,90.232
344,23.253,31.602,26.451,2.196,89.938
345,22.617,31.637,26.490,2.207,89.914
346,21.847,31.816,25.441,2.499,90.047
347,21.103,31.620,26.434,2.212,89.881
348,20.474,31.450,27.076,2.213,89.600
349,19.689,31.820,25.626,2.524,89.988
350,18.950,31.678,26.341,2.192,89.773
351,18.322,31.564,26.943,2.224,89.610
352,17.532,31.887,25.607,2.511,89.961
353,16.808,31.678,26.536,2.217,89.768
354,16.168,31.654,26.758,2.226,89.767
355,15.389,31.962,25.825,2.504,89.950
356,14.652,31.651,26.592,2.212,89.815
357,14.013,31.613,26.810,2.235,89.908
358,13.204,31.786,25.417,2.516,89.906
359,12.500,31.742,26.689,2.218,89.876
360,11.772,31.803,26.132,2.503,89.962
361,11.047,31.819,25.764,2.454,89.875
362,10.322,31.607,27.230,2.201,90.000
363,9.566,31.941,25.787,2.508,90.273
364,8.855,31.805,25.946,2.380,90.101
365,8.149,31.966,26.836,2.219,90.212
366,7.392,32.121,25.966,2.505,90.449
367,6.633,31.728,26.454,2.224,90.030
368,5.986,31.797,27.175,2.232,90.419
369,5.210,31.956,26.044,2.497,90.472
370,4.441,31.854,26.512,2.164,90.286
371,3.766,32.247,26.603,2.253,90.804
372,2.994,31.919,25.851,2.403,90.337
373,2.276,31.874,26.792,2.168,90.474
374,1.610,32.023,26.760,2.212,90.773
375,0.864,31.782,27.696,1.768,90.354
376,0.510,32.213,29.054,1.195,90.183
377,273.366,1.321,4.539,2.335,8.853
378,186.693,2.411,0.604,0.604,0.000
379,250.978,10.982,0.604,0.604,0.000
380,59.999,13.125,1.209,0.604,0.000
381,278.299,14.018,1.721,0.637,28.155
382,271.258,15.344,2.618,0.977,73.632
383,275.571,16.534,2.348,1.712,74.929
384,272.942,16.339,0.604,0.604,0.000
385,206.871,17.768,1.267,0.865,45.000
386,273.209,17.410,2.418,0.604,0.000
387,0.278,32.137,30.038,0.645,89.998
388,271.870,18.750,1.209,0.604,90.000
389,273.209,18.482,1.209,0.604,0.000
390,220.014,20.196,2.241,0.815,10.901
391,272.942,20.089,0.604,0.604,0.000
392,260.085,21.160,1.813,0.604,90.000
393,57.588,26.517,0.604,0.604,0.000
394,54.106,29.196,1.209,0.604,0.000
395,273.299,32.708,3.143,1.046,10.278
396,268.834,49.374,1.267,0.865,135.000
397,273.209,52.365,2.126,0.687,17.609
398,270.799,52.767,0.604,0.604,0.000
399,186.157,61.070,1.209,0.604,90.000
400,253.388,61.874,1.209,0.604,0.000
401,34.017,62.945,0.604,0.604,0.000
402,207.050,62.945,0.604,0.604,0.000
403,21.964,0.268,1.209,0.604,0.000
404,195.264,0.685,2.379,1.382,0.000
405,253.656,0.268,0.604,0.604,0.000
406,275.050,2.115,8.800,3.239,158.146
407,1.875,0.804,0.604,0.604,0.000
408,49.017,0.804,0.604,0.604,0.000
409,21.696,1.339,0.604,0.604,0.000
410,47.946,1.339,0.604,0.604,0.000
411,120.891,2.411,2.480,0.884,90.000
412,22.946,2.054,1.267,0.865,45.000
413,102.587,1.875,0.604,0.604,0.000
414,173.300,1.875,0.604,0.604,0.000
415,186.782,2.500,1.682,1.303,135.000
416,47.410,2.411,0.604,0.604,0.000
417,281.513,2.411,0.604,0.604,0.000
418,22.232,3.482,0.604,0.604,0.000
419,85.981,4.018,0.604,0.604,0.000
420,165.086,4.553,1.721,0.637,118.155
421,120.801,4.821,1.209,0.604,90.000
422,17.143,5.625,1.723,0.848,58.283
423,69.909,5.893,1.209,0.604,90.000
424,120.801,6.428,1.209,0.604,90.000
425,259.281,6.696,1.723,0.848,58.283
426,0.804,6.964,1.209,0.604,90.000
427,46.874,6.696,0.604,0.604,0.000
428,148.926,7.500,1.390,0.526,135.000
429,281.513,7.500,1.209,0.604,90.000
430,120.909,8.518,1.999,0.914,84.848
431,243.478,7.768,0.604,0.604,0.000
432,280.084,7.946,1.267,0.865,45.000
433,251.019,10.281,3.923,1.211,80.737
434,144.372,9.375,0.604,0.604,0.000
435,254.192,9.375,0.604,0.604,0.000
436,281.245,10.044,1.547,0.945,104.872
437,204.371,9.911,0.604,0.604,0.000
438,206.628,16.564,11.318,4.391,139.354
439,46.338,10.982,0.604,0.604,0.000
440,200.621,10.982,0.604,0.604,0.000
441,45.267,11.518,0.604,0.604,0.000
442,120.801,11.518,0.604,0.604,0.000
443,199.014,11.518,0.604,0.604,0.000
444,46.517,12.589,1.721,0.637,118.155
445,273.877,17.013,9.636,6.598,45.215
446,63.481,12.589,0.604,0.604,0.000
447,171.158,12.589,0.604,0.604,0.000
448,241.871,12.589,0.604,0.604,0.000
449,45.267,13.125,0.604,0.604,0.000
450,59.999,13.303,1.992,1.101,0.000
451,120.801,13.393,1.209,0.604,90.000
452,49.017,13.660,0.604,0.604,0.000
453,169.551,13.660,0.604,0.604,0.000
454,252.317,14.464,1.390,0.526,45.000
455,275.084,14.196,0.604,0.604,0.000
456,45.803,14.732,0.604,0.604,0.000
457,46.874,14.732,0.604,0.604,0.000
458,60.267,15.535,1.209,0.604,90.000
459,265.442,15.268,0.604,0.604,0.000
460,170.287,16.707,3.184,1.836,163.532
461,211.336,15.803,0.604,0.604,0.000
462,256.870,15.803,0.604,0.604,0.000
463,46.338,16.339,0.604,0.604,0.000
464,255.888,18.035,1.782,1.230,24.699
465,172.765,17.946,0.604,0.604,0.000
466,258.478,17.946,0.604,0.604,0.000
467,171.336,18.660,1.267,0.865,45.000
468,0.268,19.018,0.604,0.604,0.000
469,170.086,19.018,0.604,0.604,0.000
470,173.300,19.018,0.604,0.604,0.000
471,220.964,20.336,5.641,2.526,173.354
472,259.864,20.940,2.974,2.089,92.661
473,203.121,20.089,1.721,0.637,118.155
474,168.479,20.089,0.604,0.604,0.000
475,255.933,21.227,1.887,1.549,5.392
476,277.189,24.193,8.234,3.151,61.165
477,169.551,21.160,0.604,0.604,0.000
478,268.656,21.160,0.604,0.604,0.000
479,170.622,21.696,0.604,0.604,0.000
480,275.084,21.964,1.209,0.604,90.000
481,98.302,22.232,0.604,0.604,0.000
482,267.585,22.232,0.604,0.604,0.000
483,269.192,22.232,0.604,0.604,0.000
484,111.159,22.767,0.604,0.604,0.000
485,280.620,25.347,3.950,2.498,92.116
486,255.263,23.303,0.604,0.604,0.000
487,268.656,23.303,0.604,0.604,0.000
488,273.745,23.839,1.209,0.604,0.000
489,59.195,24.375,0.604,0.604,0.000
490,157.051,24.732,1.267,0.865,45.000
491,171.801,25.767,2.397,0.762,125.280
492,255.263,24.910,0.604,0.604,0.000
493,154.551,25.446,0.604,0.604,0.000
494,269.192,25.446,0.604,0.604,0.000
495,57.990,26.812,3.710,1.970,14.894
496,88.123,25.982,0.604,0.604,0.000
497,12.268,26.946,1.684,1.085,71.565
498,53.303,26.517,0.604,0.604,0.000
499,185.086,26.517,0.604,0.604,0.000
500,0.268,27.053,0.604,0.604,0.000
501,50.624,27.053,0.604,0.604,0.000
502,258.478,27.053,0.604,0.604,0.000
503,183.479,27.589,0.604,0.604,0.000
504,0.268,28.124,0.604,0.604,0.000
505,268.522,28.794,1.710,0.855,71.565
506,277.763,28.124,0.604,0.604,0.000
507,54.563,29.480,3.067,2.025,172.690
508,56.517,28.660,0.604,0.604,0.000
509,46.517,29.464,1.706,1.285,23.745
510,151.872,29.732,0.604,0.604,0.000
511,225.800,29.732,0.604,0.604,0.000
512,277.138,30.758,2.720,1.612,77.226
513,14.196,30.267,0.604,0.604,0.000
514,42.053,30.267,0.604,0.604,0.000
515,67.767,30.267,0.604,0.604,0.000
516,194.372,30.624,1.267,0.865,135.000
517,250.978,30.267,0.604,0.604,0.000
518,269.459,30.267,1.209,0.604,0.000
519,0.268,31.607,2.418,0.604,90.000
520,43.124,31.339,0.604,0.604,0.000
521,58.660,31.339,0.604,0.604,0.000
522,57.588,31.874,0.604,0.604,0.000
523,273.338,32.573,4.456,1.886,4.453
524,53.432,34.228,4.992,2.415,98.020
525,106.337,32.946,0.604,0.604,0.000
526,261.156,32.946,0.604,0.604,0.000
527,276.691,32.946,0.604,0.604,0.000
528,0.268,33.482,0.604,0.604,0.000
529,55.445,33.482,0.604,0.604,0.000
530,11.250,34.285,1.390,0.526,45.000
531,0.268,35.089,1.813,0.604,90.000
532,41.785,34.553,1.209,0.604,0.000
533,132.051,34.553,0.604,0.604,0.000
534,238.121,34.553,0.604,0.604,0.000
535,253.120,35.089,0.604,0.604,0.000
536,49.731,35.982,1.267,0.865,135.000
537,41.517,36.160,0.604,0.604,0.000
538,42.589,36.160,0.604,0.604,0.000
539,55.445,36.160,0.604,0.604,0.000
540,250.710,39.106,1.390,0.526,45.000
541,158.836,39.374,0.604,0.604,0.000
542,51.696,39.910,0.604,0.604,0.000
543,58.660,40.981,0.604,0.604,0.000
544,81.427,41.517,1.209,0.604,0.000
545,253.120,41.517,0.604,0.604,0.000
546,83.124,42.231,1.267,0.865,135.000
547,172.765,42.053,0.604,0.604,0.000
548,271.334,42.053,0.604,0.604,0.000
549,245.888,43.057,1.956,1.495,34.722
550,58.124,43.124,0.604,0.604,0.000
551,91.873,43.124,0.604,0.604,0.000
552,195.532,43.660,1.209,0.604,0.000
553,33.615,44.731,1.465,0.998,90.000
554,45.535,44.196,1.209,0.604,0.000
555,58.392,44.463,1.390,0.526,45.000
556,23.303,44.999,1.209,0.604,90.000
557,109.552,44.731,0.604,0.604,0.000
558,39.910,45.267,0.604,0.604,0.000
559,204.103,45.535,1.390,0.526,135.000
560,245.755,45.803,1.465,0.998,90.000
561,255.799,45.267,0.604,0.604,0.000
562,253.120,45.803,0.604,0.604,0.000
563,253.924,46.941,2.152,1.358,32.509
564,15.803,46.338,0.604,0.604,0.000
565,257.138,46.472,2.126,0.687,17.609
566,261.335,46.696,1.267,0.865,135.000
567,11.518,46.874,0.604,0.604,0.000
568,13.125,46.874,0.604,0.604,0.000
569,130.444,46.874,0.604,0.604,0.000
570,268.747,49.148,9.382,1.597,161.050
571,19.821,47.946,1.209,0.604,0.000
572,139.015,47.946,0.604,0.604,0.000
573,167.943,47.946,0.604,0.604,0.000
574,244.549,47.946,0.604,0.604,0.000
575,38.303,48.481,0.604,0.604,0.000
576,169.551,48.481,0.604,0.604,0.000
577,255.263,49.017,0.604,0.604,0.000
578,38.839,49.553,0.604,0.604,0.000
579,202.229,51.160,0.604,0.604,0.000
580,38.839,51.696,0.604,0.604,0.000
581,39.910,51.696,0.604,0.604,0.000
582,203.032,51.963,1.390,0.526,45.000
583,272.317,52.618,7.633,1.723,10.144
584,43.660,52.231,0.604,0.604,0.000
585,73.659,52.499,1.209,0.604,90.000
586,96.695,52.231,0.604,0.604,0.000
587,89.195,52.767,0.604,0.604,0.000
588,133.123,53.303,1.999,0.914,31.717
589,167.408,52.767,0.604,0.604,0.000
590,31.339,53.303,0.604,0.604,0.000
591,32.410,53.838,0.604,0.604,0.000
592,86.356,54.695,2.397,1.525,76.036
593,88.659,53.838,0.604,0.604,0.000
594,170.086,54.374,0.604,0.604,0.000
595,31.339,55.445,1.813,0.604,90.000
596,43.660,55.044,1.465,0.998,0.000
597,84.373,54.910,0.604,0.604,0.000
598,270.799,54.910,0.604,0.604,0.000
599,132.587,55.445,1.813,0.604,0.000
600,254.728,55.445,0.604,0.604,0.000
601,38.839,56.338,1.310,0.836,0.000
602,90.266,55.981,0.604,0.604,0.000
603,167.943,55.981,0.604,0.604,0.000
604,41.517,56.517,0.604,0.604,0.000
605,74.195,56.517,0.604,0.604,0.000
606,76.338,56.517,0.604,0.604,0.000
607,149.729,56.517,0.604,0.604,0.000
608,160.979,56.517,0.604,0.604,0.000
609,30.535,57.320,1.390,0.526,45.000
610,42.856,57.053,1.209,0.604,0.000
611,86.516,57.053,0.604,0.604,0.000
612,38.124,58.124,1.721,0.637,61.845
613,28.660,58.124,0.604,0.604,0.000
614,217.228,58.124,0.604,0.604,0.000
615,271.334,58.124,0.604,0.604,0.000
616,7.411,59.017,1.267,0.865,135.000
617,23.839,58.660,0.604,0.604,0.000
618,26.089,59.035,2.655,1.376,11.844
619,4.018,59.731,0.604,0.604,0.000
620,42.589,59.731,0.604,0.604,0.000
621,124.551,59.731,0.604,0.604,0.000
622,263.835,59.999,1.209,0.604,90.000
623,271.067,59.731,1.209,0.604,0.000
624,39.374,60.267,0.604,0.604,0.000
625,185.943,60.695,1.684,1.085,108.435
626,24.642,61.070,1.390,0.526,45.000
627,37.231,60.802,0.604,0.604,0.000
628,38.303,60.802,0.604,0.604,0.000
629,41.517,60.802,0.604,0.604,0.000
630,122.944,60.802,0.604,0.604,0.000
631,22.767,61.338,0.604,0.604,0.000
632,253.503,61.874,1.653,1.547,90.000
633,198.479,61.874,0.604,0.604,0.000
634,210.621,62.052,1.267,0.865,135.000
