 ,XM,YM,Major,Minor,Angle
1,269.442,35.089,27.626,2.883,88.690
2,268.198,35.406,28.311,2.749,88.928
3,267.076,35.560,28.604,2.759,89.545
4,265.973,35.680,29.256,2.785,89.823
5,264.874,35.788,28.686,2.751,90.153
6,263.777,36.095,28.668,2.740,90.543
7,262.696,36.394,28.938,2.715,90.926
8,261.608,36.503,29.026,2.732,91.098
9,260.492,36.850,29.210,2.614,91.462
10,259.400,36.837,29.012,2.632,91.745
11,258.346,36.741,28.911,2.528,91.859
12,257.285,36.653,28.354,2.564,92.112
13,256.241,36.611,27.819,2.561,92.169
14,255.215,36.230,28.128,2.598,92.317
15,254.176,36.142,28.480,2.604,92.446
16,253.139,36.021,29.162,2.556,92.523
17,252.106,36.030,29.102,2.486,92.654
18,251.117,35.954,28.768,2.540,92.892
19,250.168,35.711,28.670,2.689,93.145
20,249.279,36.160,28.174,2.503,92.443
21,248.291,35.935,28.882,2.593,92.429
22,247.326,35.502,29.092,2.474,92.531
23,246.562,35.920,28.270,2.507,92.178
24,245.578,35.471,28.198,2.618,92.143
25,244.682,35.281,28.266,2.443,91.930
26,243.892,35.418,28.764,2.566,91.774
27,242.997,34.928,27.858,2.545,91.511
28,242.227,35.083,27.965,2.535,91.233
29,241.393,34.859,27.897,2.541,91.059
30,240.636,34.786,28.152,2.505,90.713
31,239.908,34.439,28.931,2.324,90.468
32,239.133,34.574,28.610,2.656,90.350
33,238.386,34.395,28.846,2.280,90.000
34,237.635,34.137,28.571,2.583,89.561
35,236.900,34.009,27.887,2.489,89.449
36,236.173,34.097,28.429,2.326,89.213
37,235.410,33.823,27.862,2.610,88.839
38,234.652,33.893,28.672,2.307,88.909
39,233.912,33.771,28.054,2.436,88.503
40,233.184,33.788,28.699,2.534,88.396
41,232.401,33.827,27.953,2.314,88.451
42,231.652,33.878,28.382,2.575,88.120
43,230.911,33.742,28.762,2.274,88.349
44,230.155,33.862,27.386,2.442,88.114
45,229.440,33.818,28.213,2.538,88.095
46,228.629,34.035,28.301,2.376,88.241
47,227.903,34.065,28.309,2.607,88.202
48,227.131,33.928,28.995,2.205,88.521
49,226.412,34.097,28.133,2.442,88.339
50,225.664,34.078,28.386,2.497,88.627
51,224.936,34.285,28.619,2.273,89.094
52,224.168,34.001,27.932,2.629,89.141
53,223.393,34.718,28.960,2.334,89.396
54,222.706,34.325,27.926,2.434,89.754
55,221.947,34.327,27.777,2.618,89.958
56,221.215,34.460,28.708,2.278,90.121
57,220.442,34.684,28.035,2.620,90.561
58,219.718,34.685,28.153,2.466,90.725
59,218.970,34.720,28.246,2.367,91.037
60,218.229,34.750,28.322,2.554,91.589
61,217.487,34.742,28.110,2.392,91.585
62,216.747,34.654,27.799,2.445,91.766
63,216.038,34.785,28.785,2.463,92.136
64,215.229,34.672,28.496,2.488,92.369
65,214.518,34.495,28.560,2.367,92.565
66,213.768,34.605,27.998,2.558,92.933
67,213.011,34.450,28.542,2.394,92.725
68,212.284,34.419,27.753,2.475,92.744
69,211.560,34.564,27.739,2.582,93.066
70,210.770,34.157,28.359,2.319,92.860
71,210.033,34.296,27.518,2.549,93.071
72,209.268,34.009,28.684,2.459,92.819
73,208.544,33.925,27.656,2.444,92.820
74,207.810,33.931,28.056,2.579,92.786
75,207.021,33.656,28.731,2.340,92.510
76,206.326,33.648,27.816,2.575,92.434
77,205.542,33.306,27.762,2.488,92.028
78,204.804,33.331,28.255,2.483,91.860
79,204.050,33.067,28.044,2.541,91.429
80,203.306,32.969,28.036,2.385,91.486
81,202.568,32.822,27.572,2.465,91.007
82,201.814,32.556,28.893,2.453,90.561
83,201.062,32.469,27.793,2.511,90.461
84,200.323,32.582,27.940,2.446,90.116
85,199.622,32.233,28.142,2.428,89.881
86,198.861,32.139,28.516,2.460,89.589
87,198.100,31.994,27.947,2.458,89.335
88,197.348,32.025,27.475,2.514,89.192
89,196.639,32.107,28.394,2.458,89.007
90,195.892,31.658,27.474,2.567,88.630
91,195.102,32.245,28.058,2.448,88.715
92,194.403,31.592,28.375,2.369,88.526
93,193.636,32.086,27.796,2.669,88.067
94,192.924,31.966,27.720,2.399,88.568
95,192.169,31.550,27.481,2.526,88.396
96,191.409,32.238,27.575,2.557,88.399
97,190.679,31.795,28.615,2.324,88.574
98,189.949,31.866,27.008,2.598,88.752
99,189.183,32.147,28.391,2.407,88.793
100,188.463,31.806,27.797,2.471,89.065
101,187.675,32.245,27.365,2.470,89.404
102,186.990,31.973,28.354,2.513,89.483
103,186.263,32.078,27.721,2.465,89.871
104,185.499,32.091,28.045,2.449,89.994
105,184.747,32.142,27.784,2.472,90.414
106,184.023,32.257,28.333,2.347,90.854
107,183.288,32.171,27.661,2.483,90.924
108,182.558,32.042,27.612,2.501,91.197
109,181.860,32.255,27.975,2.338,91.665
110,181.115,32.283,27.974,2.534,91.834
111,180.342,32.171,28.085,2.420,92.158
112,179.646,32.040,27.596,2.397,92.294
113,178.904,31.923,28.142,2.597,92.598
114,178.172,32.040,28.043,2.358,92.591
115,177.439,31.758,27.876,2.477,92.780
116,176.736,31.883,27.721,2.557,93.058
117,176.000,31.639,28.191,2.333,92.817
118,175.237,31.333,27.932,2.512,93.017
119,174.521,31.622,27.751,2.462,92.925
120,173.803,31.431,27.811,2.365,92.855
121,173.048,30.943,27.586,2.583,93.058
122,172.331,31.109,28.158,2.388,92.665
123,171.637,30.797,27.928,2.355,92.461
124,170.903,30.584,28.185,2.567,92.550
125,170.142,30.424,27.827,2.377,92.197
126,169.464,30.279,27.614,2.448,91.933
127,168.740,30.192,28.131,2.507,91.707
128,167.982,29.802,28.305,2.349,91.502
129,167.306,29.911,28.063,2.526,91.136
130,166.599,29.534,27.803,2.523,90.757
131,165.896,29.406,28.272,2.469,90.430
132,165.159,29.190,28.623,2.464,90.204
133,164.489,28.970,28.182,2.489,89.902
134,163.783,28.890,28.058,2.461,89.696
135,163.021,28.886,27.780,2.433,89.382
136,162.364,28.831,29.033,2.366,88.969
137,161.671,28.231,28.396,2.471,88.788
138,160.935,28.613,27.381,2.589,88.652
139,160.230,28.693,28.408,2.328,88.513
140,159.562,28.066,28.041,2.385,88.371
141,158.844,28.320,28.501,2.641,87.795
142,158.085,28.785,28.073,2.291,88.350
143,157.460,28.226,28.042,2.267,88.180
144,156.709,28.438,28.152,2.661,87.677
145,155.952,28.899,27.589,2.344,88.423
146,155.340,28.270,28.289,2.235,88.256
147,154.615,28.133,27.748,2.634,88.048
148,153.852,29.097,27.616,2.435,88.703
149,153.212,28.392,28.860,2.254,88.578
150,152.519,28.338,27.123,2.465,89.076
151,151.760,28.731,27.543,2.414,89.275
152,151.092,28.616,28.258,2.353,89.338
153,150.389,28.669,28.012,2.478,89.882
154,149.656,28.807,27.810,2.404,90.037
155,148.977,28.962,27.547,2.427,90.372
156,148.297,28.722,27.767,2.500,90.572
157,147.604,28.947,28.436,2.351,91.170
158,146.912,29.188,28.047,2.514,91.303
159,146.214,28.962,27.810,2.523,91.681
160,145.499,28.944,28.043,2.384,92.045
161,144.850,28.886,28.234,2.368,92.145
162,144.158,29.103,27.866,2.557,92.504
163,143.450,29.061,27.987,2.481,92.759
164,142.768,28.822,28.150,2.285,92.656
165,142.106,28.763,27.693,2.401,93.003
166,141.425,28.835,27.808,2.536,93.255
167,140.720,28.637,28.418,2.404,92.952
168,140.039,28.543,28.548,2.291,92.956
169,139.386,28.486,28.144,2.441,92.948
170,138.724,28.557,27.982,2.572,92.939
171,137.992,28.265,27.792,2.353,92.465
172,137.367,28.249,28.346,2.333,92.366
173,136.684,28.206,28.372,2.524,92.204
174,135.967,27.917,28.039,2.528,92.119
175,135.306,27.711,28.447,2.363,91.831
176,134.706,27.877,28.413,2.341,91.800
177,134.037,27.936,28.030,2.451,91.444
178,133.339,27.287,27.736,2.411,91.145
179,132.695,27.149,28.066,2.396,91.033
180,132.025,27.189,28.214,2.344,90.968
181,131.337,26.977,27.790,2.406,90.399
182,130.669,26.932,28.711,2.304,90.124
183,130.035,26.791,27.937,2.380,89.863
184,129.364,26.603,27.635,2.393,89.642
185,128.680,26.791,28.246,2.432,89.277
186,128.010,26.791,28.789,2.285,89.128
187,127.365,26.445,27.490,2.366,89.127
188,126.669,26.672,27.126,2.559,88.816
189,125.969,26.832,28.122,2.391,88.602
190,125.353,26.436,29.167,2.217,88.379
191,124.709,26.072,27.672,2.416,88.622
192,123.971,26.854,27.956,2.640,88.229
193,123.275,26.933,27.929,2.329,88.372
194,122.664,26.561,28.491,2.206,88.277
195,121.981,26.269,27.281,2.518,88.400
196,121.273,26.980,27.805,2.615,88.421
197,120.615,26.967,28.359,2.409,88.590
198,119.982,26.621,29.276,2.259,88.673
199,119.319,26.633,27.619,2.395,89.080
200,118.613,26.891,27.483,2.499,89.125
201,117.995,26.957,27.622,2.434,89.577
202,117.409,26.959,27.794,2.406,89.802
203,116.752,26.984,27.540,2.375,90.213
204,116.118,26.947,27.704,2.400,90.523
205,115.459,26.932,27.967,2.365,91.129
206,114.835,27.100,27.923,2.395,91.320
207,114.238,26.915,28.457,2.298,91.280
208,113.590,26.915,28.444,2.338,91.411
209,112.923,26.651,28.305,2.427,91.688
210,112.295,26.918,28.374,2.344,92.014
211,111.674,26.748,27.988,2.363,92.003
212,111.076,26.884,28.269,2.340,92.173
213,110.424,26.757,27.766,2.474,92.543
214,109.712,26.515,27.929,2.447,92.693
215,109.068,26.560,28.355,2.268,92.687
